@relation liking 

@attribute Theta1_1 numeric
@attribute Alpha1_1 numeric
@attribute LowBeta1_1 numeric
@attribute HighBeta1_1 numeric
@attribute Gamma1_1 numeric
@attribute Theta2_1 numeric
@attribute Alpha2_1 numeric
@attribute LowBeta2_1 numeric
@attribute HighBeta2_1 numeric
@attribute Gamma2_1 numeric
@attribute Theta3_1 numeric
@attribute Alpha3_1 numeric
@attribute LowBeta3_1 numeric
@attribute HighBeta3_1 numeric
@attribute Gamma3_1 numeric
@attribute Theta4_1 numeric
@attribute Alpha4_1 numeric
@attribute LowBeta4_1 numeric
@attribute HighBeta4_1 numeric
@attribute Gamma4_1 numeric
@attribute Theta5_1 numeric
@attribute Alpha5_1 numeric
@attribute LowBeta5_1 numeric
@attribute HighBeta5_1 numeric
@attribute Gamma5_1 numeric
@attribute Theta6_1 numeric
@attribute Alpha6_1 numeric
@attribute LowBeta6_1 numeric
@attribute HighBeta6_1 numeric
@attribute Gamma6_1 numeric
@attribute Theta7_1 numeric
@attribute Alpha7_1 numeric
@attribute LowBeta7_1 numeric
@attribute HighBeta7_1 numeric
@attribute Gamma7_1 numeric
@attribute Theta8_1 numeric
@attribute Alpha8_1 numeric
@attribute LowBeta8_1 numeric
@attribute HighBeta8_1 numeric
@attribute Gamma8_1 numeric
@attribute Theta9_1 numeric
@attribute Alpha9_1 numeric
@attribute LowBeta9_1 numeric
@attribute HighBeta9_1 numeric
@attribute Gamma9_1 numeric
@attribute Theta10_1 numeric
@attribute Alpha10_1 numeric
@attribute LowBeta10_1 numeric
@attribute HighBeta10_1 numeric
@attribute Gamma10_1 numeric
@attribute Theta11_1 numeric
@attribute Alpha11_1 numeric
@attribute LowBeta11_1 numeric
@attribute HighBeta11_1 numeric
@attribute Gamma11_1 numeric
@attribute Theta12_1 numeric
@attribute Alpha12_1 numeric
@attribute LowBeta12_1 numeric
@attribute HighBeta12_1 numeric
@attribute Gamma12_1 numeric
@attribute Theta13_1 numeric
@attribute Alpha13_1 numeric
@attribute LowBeta13_1 numeric
@attribute HighBeta13_1 numeric
@attribute Gamma13_1 numeric
@attribute Theta14_1 numeric
@attribute Alpha14_1 numeric
@attribute LowBeta14_1 numeric
@attribute HighBeta14_1 numeric
@attribute Gamma14_1 numeric
@attribute Theta15_1 numeric
@attribute Alpha15_1 numeric
@attribute LowBeta15_1 numeric
@attribute HighBeta15_1 numeric
@attribute Gamma15_1 numeric
@attribute Theta16_1 numeric
@attribute Alpha16_1 numeric
@attribute LowBeta16_1 numeric
@attribute HighBeta16_1 numeric
@attribute Gamma16_1 numeric
@attribute Theta17_1 numeric
@attribute Alpha17_1 numeric
@attribute LowBeta17_1 numeric
@attribute HighBeta17_1 numeric
@attribute Gamma17_1 numeric
@attribute Theta18_1 numeric
@attribute Alpha18_1 numeric
@attribute LowBeta18_1 numeric
@attribute HighBeta18_1 numeric
@attribute Gamma18_1 numeric
@attribute Theta19_1 numeric
@attribute Alpha19_1 numeric
@attribute LowBeta19_1 numeric
@attribute HighBeta19_1 numeric
@attribute Gamma19_1 numeric
@attribute Theta20_1 numeric
@attribute Alpha20_1 numeric
@attribute LowBeta20_1 numeric
@attribute HighBeta20_1 numeric
@attribute Gamma20_1 numeric
@attribute Theta21_1 numeric
@attribute Alpha21_1 numeric
@attribute LowBeta21_1 numeric
@attribute HighBeta21_1 numeric
@attribute Gamma21_1 numeric
@attribute Theta22_1 numeric
@attribute Alpha22_1 numeric
@attribute LowBeta22_1 numeric
@attribute HighBeta22_1 numeric
@attribute Gamma22_1 numeric
@attribute Theta23_1 numeric
@attribute Alpha23_1 numeric
@attribute LowBeta23_1 numeric
@attribute HighBeta23_1 numeric
@attribute Gamma23_1 numeric
@attribute Theta24_1 numeric
@attribute Alpha24_1 numeric
@attribute LowBeta24_1 numeric
@attribute HighBeta24_1 numeric
@attribute Gamma24_1 numeric
@attribute Theta25_1 numeric
@attribute Alpha25_1 numeric
@attribute LowBeta25_1 numeric
@attribute HighBeta25_1 numeric
@attribute Gamma25_1 numeric
@attribute Theta26_1 numeric
@attribute Alpha26_1 numeric
@attribute LowBeta26_1 numeric
@attribute HighBeta26_1 numeric
@attribute Gamma26_1 numeric
@attribute Theta27_1 numeric
@attribute Alpha27_1 numeric
@attribute LowBeta27_1 numeric
@attribute HighBeta27_1 numeric
@attribute Gamma27_1 numeric
@attribute Theta28_1 numeric
@attribute Alpha28_1 numeric
@attribute LowBeta28_1 numeric
@attribute HighBeta28_1 numeric
@attribute Gamma28_1 numeric
@attribute Theta29_1 numeric
@attribute Alpha29_1 numeric
@attribute LowBeta29_1 numeric
@attribute HighBeta29_1 numeric
@attribute Gamma29_1 numeric
@attribute Theta30_1 numeric
@attribute Alpha30_1 numeric
@attribute LowBeta30_1 numeric
@attribute HighBeta30_1 numeric
@attribute Gamma30_1 numeric
@attribute Theta31_1 numeric
@attribute Alpha31_1 numeric
@attribute LowBeta31_1 numeric
@attribute HighBeta31_1 numeric
@attribute Gamma31_1 numeric
@attribute Theta32_1 numeric
@attribute Alpha32_1 numeric
@attribute LowBeta32_1 numeric
@attribute HighBeta32_1 numeric
@attribute Gamma32_1 numeric
@attribute class {-1,1}

@data
21.018,0,0,0,0,2.7335,0,0,0,0,9.7629,0,0,0,0,46.876,0,0,0,0,2.6672,0,0,0,0,32.357,0,0,0,0,10.208,0,0,0,0,127.14,0,0,0,0,22.12,0,0,0,0,63.05,0,0,0,0,141.1,0,0,0,0,100.39,0,0,0,0,11.322,0,0,0,0,6.606,0,0,0,0,64.529,0,0,0,0,11.558,0,0,0,0,540.81,0,0,0,0,523.23,0,0,0,0,32.602,0,0,0,0,28.359,0,0,0,0,45.381,0,0,0,0,4.6902,0,0,0,0,26.105,0,0,0,0,45.879,0,0,0,0,0.64926,0,0,0,0,8.0829,0,0,0,0,16.681,0,0,0,0,170.94,0,0,0,0,4.0314,0,0,0,0,32.863,0,0,0,0,13.023,0,0,0,0,6.9091,0,0,0,0,1
12.457,0,0,0,0,2.4809,0,0,0,0,8.0658,0,0,0,0,30.264,0,0,0,0,1.5435,0,0,0,0,21.382,0,0,0,0,9.792,0,0,0,0,86.401,0,0,0,0,14.809,0,0,0,0,43.424,0,0,0,0,93.016,0,0,0,0,72.129,0,0,0,0,11.05,0,0,0,0,6.859,0,0,0,0,46.534,0,0,0,0,11.642,0,0,0,0,368.97,0,0,0,0,369.7,0,0,0,0,23.858,0,0,0,0,21.522,0,0,0,0,35.864,0,0,0,0,4.563,0,0,0,0,18.471,0,0,0,0,30.885,0,0,0,0,0.67021,0,0,0,0,7.4112,0,0,0,0,10.489,0,0,0,0,134.15,0,0,0,0,4.2509,0,0,0,0,19.794,0,0,0,0,9.0538,0,0,0,0,6.6343,0,0,0,0,1
6.5933,0,0,0,0,1.156,0,0,0,0,3.0772,0,0,0,0,14.359,0,0,0,0,1.0525,0,0,0,0,10.396,0,0,0,0,2.5988,0,0,0,0,34.565,0,0,0,0,6.0833,0,0,0,0,17.273,0,0,0,0,38.108,0,0,0,0,26.215,0,0,0,0,3.4506,0,0,0,0,2.3522,0,0,0,0,18.317,0,0,0,0,3.4409,0,0,0,0,139.91,0,0,0,0,135.08,0,0,0,0,9.1726,0,0,0,0,7.6497,0,0,0,0,11.684,0,0,0,0,1.4277,0,0,0,0,7.8329,0,0,0,0,13.25,0,0,0,0,0.53611,0,0,0,0,3.2633,0,0,0,0,5.4409,0,0,0,0,40.88,0,0,0,0,2.0898,0,0,0,0,10.028,0,0,0,0,4.9873,0,0,0,0,3.1359,0,0,0,0,1
14.875,0,0,0,0,2.303,0,0,0,0,8.1133,0,0,0,0,39.844,0,0,0,0,1.5423,0,0,0,0,24.589,0,0,0,0,7.8876,0,0,0,0,93.396,0,0,0,0,16.653,0,0,0,0,49.135,0,0,0,0,103.27,0,0,0,0,75.444,0,0,0,0,9.0772,0,0,0,0,5.2533,0,0,0,0,49.325,0,0,0,0,9.6569,0,0,0,0,399.41,0,0,0,0,391.72,0,0,0,0,23.819,0,0,0,0,21.652,0,0,0,0,34.865,0,0,0,0,4.4801,0,0,0,0,19.285,0,0,0,0,36.921,0,0,0,0,0.56358,0,0,0,0,7.4547,0,0,0,0,12.977,0,0,0,0,127.63,0,0,0,0,4.1349,0,0,0,0,25.36,0,0,0,0,11.027,0,0,0,0,6.1024,0,0,0,0,1
32.43,0,0,0,0,2.4986,0,0,0,0,7.2577,0,0,0,0,39.058,0,0,0,0,2.3449,0,0,0,0,23.799,0,0,0,0,7.5751,0,0,0,0,88.101,0,0,0,0,16.158,0,0,0,0,46.782,0,0,0,0,97.779,0,0,0,0,71.063,0,0,0,0,8.5862,0,0,0,0,4.9439,0,0,0,0,47.517,0,0,0,0,9.5466,0,0,0,0,386.73,0,0,0,0,367.59,0,0,0,0,22.439,0,0,0,0,20.149,0,0,0,0,31.522,0,0,0,0,4.198,0,0,0,0,18.684,0,0,0,0,34.895,0,0,0,0,0.65857,0,0,0,0,7.7168,0,0,0,0,13.583,0,0,0,0,117.1,0,0,0,0,3.8454,0,0,0,0,25.931,0,0,0,0,11.227,0,0,0,0,5.4313,0,0,0,0,1
12.209,0,0,0,0,2.6984,0,0,0,0,7.4576,0,0,0,0,36.765,0,0,0,0,2.7045,0,0,0,0,21.937,0,0,0,0,8.2172,0,0,0,0,81.018,0,0,0,0,14.27,0,0,0,0,44.314,0,0,0,0,89.747,0,0,0,0,66.93,0,0,0,0,9.5081,0,0,0,0,5.7495,0,0,0,0,44.668,0,0,0,0,10.307,0,0,0,0,361.42,0,0,0,0,348.68,0,0,0,0,21.805,0,0,0,0,19.885,0,0,0,0,32.521,0,0,0,0,4.2145,0,0,0,0,16.985,0,0,0,0,32.943,0,0,0,0,0.58676,0,0,0,0,7.4242,0,0,0,0,11.809,0,0,0,0,118.15,0,0,0,0,4.0206,0,0,0,0,22.464,0,0,0,0,10.994,0,0,0,0,5.6152,0,0,0,0,-1
7.1716,0,0,0,0,2.2264,0,0,0,0,3.7395,0,0,0,0,17.356,0,0,0,0,2.2693,0,0,0,0,9.0265,0,0,0,0,4.9556,0,0,0,0,33.995,0,0,0,0,7.0083,0,0,0,0,18.366,0,0,0,0,35.895,0,0,0,0,27.865,0,0,0,0,5.1455,0,0,0,0,3.7428,0,0,0,0,19.374,0,0,0,0,7.8193,0,0,0,0,143.39,0,0,0,0,139.76,0,0,0,0,10.461,0,0,0,0,8.9336,0,0,0,0,13.868,0,0,0,0,3.4034,0,0,0,0,7.8539,0,0,0,0,13.489,0,0,0,0,0.62556,0,0,0,0,5.7112,0,0,0,0,6.0838,0,0,0,0,49.308,0,0,0,0,3.0697,0,0,0,0,10.873,0,0,0,0,5.924,0,0,0,0,3.3775,0,0,0,0,-1
23.482,0,0,0,0,3.7948,0,0,0,0,11.053,0,0,0,0,69.258,0,0,0,0,3.0126,0,0,0,0,40.977,0,0,0,0,11.887,0,0,0,0,148.94,0,0,0,0,27.556,0,0,0,0,81.888,0,0,0,0,167.82,0,0,0,0,119.51,0,0,0,0,14.452,0,0,0,0,8.8657,0,0,0,0,83.863,0,0,0,0,14.587,0,0,0,0,660.61,0,0,0,0,636.28,0,0,0,0,37.574,0,0,0,0,34.096,0,0,0,0,56.357,0,0,0,0,6.7747,0,0,0,0,32.23,0,0,0,0,60.579,0,0,0,0,1.8975,0,0,0,0,10.949,0,0,0,0,21.082,0,0,0,0,198.88,0,0,0,0,5.0742,0,0,0,0,46.006,0,0,0,0,19.841,0,0,0,0,7.931,0,0,0,0,-1
7.1147,0,0,0,0,2.0819,0,0,0,0,4.2476,0,0,0,0,19.139,0,0,0,0,1.1141,0,0,0,0,10.867,0,0,0,0,5.2678,0,0,0,0,39.965,0,0,0,0,7.3379,0,0,0,0,20.725,0,0,0,0,44.592,0,0,0,0,32.959,0,0,0,0,5.2921,0,0,0,0,4.294,0,0,0,0,22.946,0,0,0,0,7.9608,0,0,0,0,171.81,0,0,0,0,166.99,0,0,0,0,11.492,0,0,0,0,9.8327,0,0,0,0,15.433,0,0,0,0,3.6045,0,0,0,0,9.053,0,0,0,0,15.565,0,0,0,0,0.63374,0,0,0,0,6.0205,0,0,0,0,6.9893,0,0,0,0,58.142,0,0,0,0,2.9138,0,0,0,0,13.015,0,0,0,0,6.6597,0,0,0,0,4.0264,0,0,0,0,-1
13.447,0,0,0,0,2.2718,0,0,0,0,5.5079,0,0,0,0,30.199,0,0,0,0,2.6917,0,0,0,0,20.083,0,0,0,0,6.0416,0,0,0,0,71.892,0,0,0,0,12.707,0,0,0,0,36.907,0,0,0,0,80.33,0,0,0,0,55.016,0,0,0,0,6.7508,0,0,0,0,4.2892,0,0,0,0,37.632,0,0,0,0,8.574,0,0,0,0,308.89,0,0,0,0,294.65,0,0,0,0,17.941,0,0,0,0,16.036,0,0,0,0,25.401,0,0,0,0,3.2419,0,0,0,0,14.413,0,0,0,0,28.628,0,0,0,0,0.72659,0,0,0,0,6.1246,0,0,0,0,10.577,0,0,0,0,93.598,0,0,0,0,3.2048,0,0,0,0,19.976,0,0,0,0,8.4566,0,0,0,0,4.3682,0,0,0,0,-1
7.5424,0,0,0,0,2.8473,0,0,0,0,4.9959,0,0,0,0,19.19,0,0,0,0,2.1868,0,0,0,0,11.514,0,0,0,0,8.879,0,0,0,0,40.992,0,0,0,0,7.168,0,0,0,0,21.828,0,0,0,0,45.316,0,0,0,0,34.46,0,0,0,0,6.8473,0,0,0,0,5.0957,0,0,0,0,23.389,0,0,0,0,13.995,0,0,0,0,179.61,0,0,0,0,180.09,0,0,0,0,11.907,0,0,0,0,11.043,0,0,0,0,19.306,0,0,0,0,5.3932,0,0,0,0,8.8779,0,0,0,0,16.19,0,0,0,0,0.64024,0,0,0,0,9.3791,0,0,0,0,6.0792,0,0,0,0,76.388,0,0,0,0,4.5166,0,0,0,0,12.322,0,0,0,0,6.8633,0,0,0,0,5.1618,0,0,0,0,-1
44.107,0,0,0,0,4.1509,0,0,0,0,15.84,0,0,0,0,83.88,0,0,0,0,4.2703,0,0,0,0,58.435,0,0,0,0,17.37,0,0,0,0,219.31,0,0,0,0,39.361,0,0,0,0,114.77,0,0,0,0,250.14,0,0,0,0,176.77,0,0,0,0,20.404,0,0,0,0,11.479,0,0,0,0,118.93,0,0,0,0,17.459,0,0,0,0,995.38,0,0,0,0,955.94,0,0,0,0,56.946,0,0,0,0,53.097,0,0,0,0,84.061,0,0,0,0,8.3877,0,0,0,0,47.101,0,0,0,0,82.418,0,0,0,0,1.0003,0,0,0,0,12.98,0,0,0,0,28.094,0,0,0,0,303.79,0,0,0,0,6.4605,0,0,0,0,56.135,0,0,0,0,24.145,0,0,0,0,11.333,0,0,0,0,-1
9.6235,0,0,0,0,3.838,0,0,0,0,4.9051,0,0,0,0,31.625,0,0,0,0,1.6501,0,0,0,0,14.708,0,0,0,0,9.5246,0,0,0,0,47.669,0,0,0,0,8.7026,0,0,0,0,27.163,0,0,0,0,54.157,0,0,0,0,38.134,0,0,0,0,6.7891,0,0,0,0,5.4849,0,0,0,0,26.82,0,0,0,0,18.691,0,0,0,0,215.93,0,0,0,0,200.8,0,0,0,0,12.355,0,0,0,0,11.547,0,0,0,0,19.521,0,0,0,0,7.7475,0,0,0,0,9.9438,0,0,0,0,20.661,0,0,0,0,0.6271,0,0,0,0,12.49,0,0,0,0,10.662,0,0,0,0,76.703,0,0,0,0,5.4247,0,0,0,0,18.78,0,0,0,0,10.666,0,0,0,0,5.5394,0,0,0,0,-1
22.602,0,0,0,0,2.4862,0,0,0,0,10.404,0,0,0,0,56.644,0,0,0,0,6.0553,0,0,0,0,34.7,0,0,0,0,8.5741,0,0,0,0,135.52,0,0,0,0,23.681,0,0,0,0,69.999,0,0,0,0,148.57,0,0,0,0,105.94,0,0,0,0,12.226,0,0,0,0,6.7866,0,0,0,0,76.821,0,0,0,0,8.3662,0,0,0,0,582.29,0,0,0,0,565.74,0,0,0,0,34.595,0,0,0,0,31.831,0,0,0,0,49.539,0,0,0,0,5.2698,0,0,0,0,28.732,0,0,0,0,50.67,0,0,0,0,0.91452,0,0,0,0,6.3889,0,0,0,0,18.467,0,0,0,0,172.41,0,0,0,0,3.5475,0,0,0,0,36.486,0,0,0,0,16.554,0,0,0,0,5.4727,0,0,0,0,-1
13.692,0,0,0,0,2.4907,0,0,0,0,7.0315,0,0,0,0,33.951,0,0,0,0,2.3358,0,0,0,0,21.22,0,0,0,0,8.6827,0,0,0,0,77.734,0,0,0,0,13.747,0,0,0,0,40.348,0,0,0,0,86.218,0,0,0,0,62.342,0,0,0,0,8.8092,0,0,0,0,5.5231,0,0,0,0,42.845,0,0,0,0,12.701,0,0,0,0,335.59,0,0,0,0,326.67,0,0,0,0,20.78,0,0,0,0,18.241,0,0,0,0,30.305,0,0,0,0,4.9855,0,0,0,0,16.781,0,0,0,0,29.787,0,0,0,0,0.55666,0,0,0,0,8.5922,0,0,0,0,11.949,0,0,0,0,110.65,0,0,0,0,4.2727,0,0,0,0,23.332,0,0,0,0,10.22,0,0,0,0,5.8881,0,0,0,0,-1
NaN,0,0,0,0,5.4205,0,0,0,0,14.288,0,0,0,0,12.843,0,0,0,0,28.414,0,0,0,0,3.6133,0,0,0,0,9.077,0,0,0,0,14.331,0,0,0,0,4.1791,0,0,0,0,8.3964,0,0,0,0,14.462,0,0,0,0,6.3926,0,0,0,0,47.252,0,0,0,0,101.99,0,0,0,0,39.371,0,0,0,0,5.8604,0,0,0,0,25.832,0,0,0,0,7.0247,0,0,0,0,7.8633,0,0,0,0,7.7863,0,0,0,0,4.2092,0,0,0,0,5.5533,0,0,0,0,4.632,0,0,0,0,26.442,0,0,0,0,3.3617,0,0,0,0,6.3719,0,0,0,0,2.6302,0,0,0,0,13.499,0,0,0,0,19.534,0,0,0,0,40.081,0,0,0,0,11.363,0,0,0,0,4.5994,0,0,0,0,-1
18.961,0,0,0,0,4.1262,0,0,0,0,9.926,0,0,0,0,8.804,0,0,0,0,16.632,0,0,0,0,2.0258,0,0,0,0,4.9919,0,0,0,0,10.433,0,0,0,0,1.8541,0,0,0,0,4.6271,0,0,0,0,7.6508,0,0,0,0,3.3058,0,0,0,0,29.574,0,0,0,0,62.666,0,0,0,0,25.314,0,0,0,0,2.9229,0,0,0,0,23.375,0,0,0,0,4.712,0,0,0,0,4.0547,0,0,0,0,3.7765,0,0,0,0,2.3044,0,0,0,0,3.2979,0,0,0,0,3.2103,0,0,0,0,16.467,0,0,0,0,1.8121,0,0,0,0,2.9342,0,0,0,0,1.4408,0,0,0,0,7.4713,0,0,0,0,12.047,0,0,0,0,23.037,0,0,0,0,8.0286,0,0,0,0,2.7544,0,0,0,0,1
22.851,0,0,0,0,2.7539,0,0,0,0,11.476,0,0,0,0,10.597,0,0,0,0,21.111,0,0,0,0,2.3959,0,0,0,0,7.0352,0,0,0,0,11.725,0,0,0,0,2.6876,0,0,0,0,6.1142,0,0,0,0,10.925,0,0,0,0,4.3693,0,0,0,0,38.932,0,0,0,0,80.107,0,0,0,0,31.48,0,0,0,0,3.7766,0,0,0,0,17.738,0,0,0,0,3.4223,0,0,0,0,4.6162,0,0,0,0,3.7675,0,0,0,0,2.8631,0,0,0,0,4.278,0,0,0,0,3.1972,0,0,0,0,20.066,0,0,0,0,2.7477,0,0,0,0,3.9153,0,0,0,0,1.8381,0,0,0,0,10.777,0,0,0,0,15.532,0,0,0,0,32.158,0,0,0,0,9.3468,0,0,0,0,2.5617,0,0,0,0,1
16.164,0,0,0,0,4.6431,0,0,0,0,5.86,0,0,0,0,6.3687,0,0,0,0,11.854,0,0,0,0,2.9505,0,0,0,0,6.3864,0,0,0,0,7.6161,0,0,0,0,3.6027,0,0,0,0,4.9438,0,0,0,0,7.8567,0,0,0,0,4.7565,0,0,0,0,18.217,0,0,0,0,39.499,0,0,0,0,15.547,0,0,0,0,4.5262,0,0,0,0,21.997,0,0,0,0,5.843,0,0,0,0,5.1126,0,0,0,0,5.28,0,0,0,0,2.9066,0,0,0,0,3.2076,0,0,0,0,3.8914,0,0,0,0,13.164,0,0,0,0,3.3756,0,0,0,0,5.9995,0,0,0,0,2.8909,0,0,0,0,7.527,0,0,0,0,9.5719,0,0,0,0,17.063,0,0,0,0,5.7161,0,0,0,0,4.4415,0,0,0,0,-1
18.626,0,0,0,0,3.7141,0,0,0,0,4.7718,0,0,0,0,4.7545,0,0,0,0,14.124,0,0,0,0,2.3245,0,0,0,0,5.5514,0,0,0,0,5.7659,0,0,0,0,1.7835,0,0,0,0,4.2623,0,0,0,0,6.8859,0,0,0,0,3.3209,0,0,0,0,19.615,0,0,0,0,40.571,0,0,0,0,17.471,0,0,0,0,3.0124,0,0,0,0,27.309,0,0,0,0,5.6929,0,0,0,0,5.2468,0,0,0,0,4.1285,0,0,0,0,1.9003,0,0,0,0,2.8326,0,0,0,0,2.8947,0,0,0,0,15.068,0,0,0,0,2.0526,0,0,0,0,3.6546,0,0,0,0,1.8186,0,0,0,0,6.3249,0,0,0,0,10.319,0,0,0,0,17.452,0,0,0,0,4.8798,0,0,0,0,3.5243,0,0,0,0,1
10.15,0,0,0,0,2.8479,0,0,0,0,4.6878,0,0,0,0,4.2205,0,0,0,0,8.263,0,0,0,0,1.9647,0,0,0,0,4.594,0,0,0,0,5.1353,0,0,0,0,3.0205,0,0,0,0,2.7806,0,0,0,0,5.5151,0,0,0,0,4.5552,0,0,0,0,13.835,0,0,0,0,25.284,0,0,0,0,11.57,0,0,0,0,2.2214,0,0,0,0,14.88,0,0,0,0,4.3973,0,0,0,0,3.1699,0,0,0,0,3.7122,0,0,0,0,2.1009,0,0,0,0,2.5892,0,0,0,0,2.9225,0,0,0,0,8.932,0,0,0,0,2.2494,0,0,0,0,4.3429,0,0,0,0,2.2385,0,0,0,0,3.9004,0,0,0,0,6.0906,0,0,0,0,10.859,0,0,0,0,3.9963,0,0,0,0,2.3968,0,0,0,0,-1
34.27,0,0,0,0,4.3314,0,0,0,0,12.433,0,0,0,0,11.239,0,0,0,0,26.7,0,0,0,0,2.4467,0,0,0,0,8.4691,0,0,0,0,11.099,0,0,0,0,2.5398,0,0,0,0,7.1317,0,0,0,0,12.737,0,0,0,0,4.5364,0,0,0,0,45.349,0,0,0,0,87.81,0,0,0,0,39.13,0,0,0,0,4.5993,0,0,0,0,35.261,0,0,0,0,5.8493,0,0,0,0,5.9009,0,0,0,0,4.1751,0,0,0,0,2.6558,0,0,0,0,4.6455,0,0,0,0,3.0286,0,0,0,0,26.991,0,0,0,0,3.0127,0,0,0,0,3.4732,0,0,0,0,1.5865,0,0,0,0,12.927,0,0,0,0,20.533,0,0,0,0,34.453,0,0,0,0,9.9739,0,0,0,0,3.0678,0,0,0,0,-1
13.855,0,0,0,0,3.1605,0,0,0,0,6.7554,0,0,0,0,6.3593,0,0,0,0,13.269,0,0,0,0,2.2527,0,0,0,0,5.1205,0,0,0,0,7.358,0,0,0,0,2.3479,0,0,0,0,4.7386,0,0,0,0,7.7153,0,0,0,0,3.6625,0,0,0,0,22.411,0,0,0,0,46.088,0,0,0,0,18.061,0,0,0,0,3.6654,0,0,0,0,14.136,0,0,0,0,3.2362,0,0,0,0,4.0528,0,0,0,0,3.2415,0,0,0,0,2.1908,0,0,0,0,3.0534,0,0,0,0,2.9614,0,0,0,0,13.148,0,0,0,0,2.5072,0,0,0,0,3.6963,0,0,0,0,2.1953,0,0,0,0,6.6695,0,0,0,0,9.5916,0,0,0,0,18.604,0,0,0,0,5.9359,0,0,0,0,2.2356,0,0,0,0,1
27.473,0,0,0,0,5.8458,0,0,0,0,15.425,0,0,0,0,12.775,0,0,0,0,26.723,0,0,0,0,3.0222,0,0,0,0,8.4441,0,0,0,0,14.113,0,0,0,0,3.9639,0,0,0,0,7.0264,0,0,0,0,13.635,0,0,0,0,5.2121,0,0,0,0,46.347,0,0,0,0,100.65,0,0,0,0,36.39,0,0,0,0,4.641,0,0,0,0,30.27,0,0,0,0,6.1042,0,0,0,0,6.7518,0,0,0,0,5.9301,0,0,0,0,4.1784,0,0,0,0,5.0806,0,0,0,0,4.5441,0,0,0,0,25.062,0,0,0,0,3.3059,0,0,0,0,4.8575,0,0,0,0,2.4758,0,0,0,0,12.295,0,0,0,0,18.036,0,0,0,0,38.606,0,0,0,0,10.742,0,0,0,0,3.3633,0,0,0,0,-1
81.819,0,0,0,0,3.7576,0,0,0,0,41.586,0,0,0,0,34.787,0,0,0,0,76.127,0,0,0,0,2.4363,0,0,0,0,15.122,0,0,0,0,34.186,0,0,0,0,3.6809,0,0,0,0,17.657,0,0,0,0,33.627,0,0,0,0,8.0752,0,0,0,0,147.61,0,0,0,0,290.75,0,0,0,0,122.91,0,0,0,0,9.3854,0,0,0,0,47.712,0,0,0,0,5.4405,0,0,0,0,10.508,0,0,0,0,7.1653,0,0,0,0,5.5299,0,0,0,0,11.796,0,0,0,0,3.5951,0,0,0,0,73.422,0,0,0,0,4.8732,0,0,0,0,5.7924,0,0,0,0,1.5837,0,0,0,0,35.739,0,0,0,0,57.704,0,0,0,0,104.73,0,0,0,0,31.425,0,0,0,0,3.002,0,0,0,0,1
23.753,0,0,0,0,3.5729,0,0,0,0,11.206,0,0,0,0,10.285,0,0,0,0,23.47,0,0,0,0,2.3841,0,0,0,0,6.3911,0,0,0,0,11.897,0,0,0,0,2.5948,0,0,0,0,6.314,0,0,0,0,10.943,0,0,0,0,4.334,0,0,0,0,39.113,0,0,0,0,82.241,0,0,0,0,32.161,0,0,0,0,4.4851,0,0,0,0,20.351,0,0,0,0,4.5059,0,0,0,0,5.3178,0,0,0,0,4.4167,0,0,0,0,2.4645,0,0,0,0,4.1532,0,0,0,0,3.196,0,0,0,0,22.12,0,0,0,0,2.401,0,0,0,0,3.2743,0,0,0,0,1.5446,0,0,0,0,11.595,0,0,0,0,16.143,0,0,0,0,32.634,0,0,0,0,8.5784,0,0,0,0,3.2734,0,0,0,0,-1
26.926,0,0,0,0,4.592,0,0,0,0,13.638,0,0,0,0,12.187,0,0,0,0,22.787,0,0,0,0,2.5611,0,0,0,0,8.6977,0,0,0,0,12.534,0,0,0,0,4.0388,0,0,0,0,7.3927,0,0,0,0,14.06,0,0,0,0,6.0452,0,0,0,0,43.17,0,0,0,0,87.604,0,0,0,0,33.712,0,0,0,0,6.9317,0,0,0,0,28.237,0,0,0,0,5.6957,0,0,0,0,5.0128,0,0,0,0,5.2125,0,0,0,0,3.7613,0,0,0,0,5.0668,0,0,0,0,4.4737,0,0,0,0,23.279,0,0,0,0,3.252,0,0,0,0,6.0051,0,0,0,0,2.3153,0,0,0,0,13.537,0,0,0,0,17.644,0,0,0,0,32.625,0,0,0,0,10.386,0,0,0,0,2.9323,0,0,0,0,1
39.607,0,0,0,0,4.8045,0,0,0,0,24.158,0,0,0,0,19.922,0,0,0,0,39.39,0,0,0,0,2.3627,0,0,0,0,8.6904,0,0,0,0,21.152,0,0,0,0,2.8466,0,0,0,0,9.0733,0,0,0,0,17.44,0,0,0,0,5.4728,0,0,0,0,75.646,0,0,0,0,158.43,0,0,0,0,62.224,0,0,0,0,4.7615,0,0,0,0,31.229,0,0,0,0,4.7486,0,0,0,0,6.8716,0,0,0,0,5.7142,0,0,0,0,3.6412,0,0,0,0,6.6247,0,0,0,0,4.3203,0,0,0,0,37.628,0,0,0,0,2.7616,0,0,0,0,4.4457,0,0,0,0,1.7525,0,0,0,0,17.662,0,0,0,0,28.505,0,0,0,0,55.258,0,0,0,0,17.667,0,0,0,0,2.9121,0,0,0,0,1
