@relation arousal 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
2378.9,1227.6,641.24,528.57,502.3,1739.3,939.91,584.84,573.48,651.64,15782,4244,2723.4,3291.5,3654.3,1955.2,930.94,610.06,632.15,728.84,1655.9,844.85,427.27,389.89,392.25,1167.2,664.79,367.62,208.7,170.64,2502,1008.4,515.49,512.76,548.41,3988.3,1581.9,994.62,1093,1246.5,1860.5,1002.8,565.3,539.66,604.36,9616.1,2527.7,1616.4,1952,2160.7,1924.6,1104.3,609.74,532.6,593.73,7046.2,2322.2,1464.2,1662.2,1880.5,2241,987.13,524.85,403.64,394.07,2357.8,1236.2,721.25,642.52,705.8,1151.4,721.92,407.28,266.69,242.68,1994.4,1172.2,640.65,545.42,610.6,15078,3845,2149.8,2409.9,2460.4,7051.9,1867.6,1024.8,1107.1,1134,2794.8,1080,669.56,695.15,777.09,2254,988.62,586.94,565.27,606.4,1544.3,838.59,449.54,395.74,370.7,5772.2,1991,1208.2,1356.4,1504.8,4652.3,2471,1435.2,1354.8,1522.6,9046.9,3009.4,1943.9,2214.5,2487.6,3721.7,1237.8,609.67,550.51,548.13,8271.5,2512.9,1562.6,1843.6,1998.4,3800.9,1624.4,942.3,967.87,1061.4,9063.9,2806.4,1845.7,2155.4,2430,9392.3,2163,1398.7,1752.2,1910.7,5184.2,1844.3,1071.4,1153.7,1266,7839.7,1891.3,1116.6,1315.7,1377,2363.1,804.71,487.07,455.99,460.6,1
2190.8,1239.5,660.38,522.42,464.91,1664.4,916.29,531.09,481.09,484.16,12004,4445.2,2762.6,3096.6,3067.3,1843.1,913.19,541.73,546.55,554.91,1501.7,865.12,441.4,360.92,339.39,1253.3,697.97,360.08,203.12,148.01,2220.9,1072.9,531.99,492.13,471.78,3431.2,1569,927.95,948.15,952.55,1723.9,1003.1,539.88,470.07,448.4,7258.5,2682.9,1630.2,1863.3,1839.1,1824.1,1108.9,574.17,459.06,430.6,5705.1,2392,1425.1,1510.3,1502.4,1803.2,1002.7,525.88,375.3,323.51,2293,1244.3,654.08,534.54,518.2,1154.6,730.32,399.77,213.44,164.77,1990.9,1220.6,638.17,479.58,455.59,10739,3943.8,2289.4,2387.4,2226.4,5018.6,1891.7,1088.9,1098.9,1022.3,2371.6,1041.1,628.35,628.21,620.24,2022.6,984.07,591.16,521.24,501.54,1521.3,864.41,468.91,363.9,355.49,4695,1990.8,1176.1,1244.4,1241.5,4439.1,2334.1,1261.5,1099.1,1103.9,7400.5,3043,1842.5,2003,2006.4,2768.2,1259.7,636.41,545.82,490.04,6431.6,2537.9,1544.3,1654.7,1658.1,3297.2,1639.3,878.47,838.35,847.51,7214.9,2825.6,1785.3,1976,1977.7,6719.8,2303.8,1506.4,1725.6,1664.4,4242.4,1849.7,1037,1048,1045.2,5531.8,1981.6,1213.3,1322.1,1236.7,1794.3,818.98,500.55,441.32,394.61,1
2356.5,1187.9,628.13,450.93,396.61,1864.8,911.03,499.43,353.34,305.41,27790,5957.2,2517.7,2329.1,2100.7,2788.9,913.71,491.82,387.11,329.91,2575.2,890.92,412.46,290.89,248.61,1316.5,713.36,351.98,181.81,132.24,4173.1,1181.2,493.79,384.96,333.6,6447.2,1744.2,840.36,689.15,596.59,2767.2,1016.2,490.77,352.96,291.16,16745,3599.2,1501.2,1403.3,1268.3,2187.4,1079.1,533.88,353.02,281.27,12012,2891.5,1287.1,1133,994.2,2765.8,1071.2,512.34,312.41,257.17,3074.8,1269.1,615.51,428.18,355.34,1059.7,723.92,383.35,205.54,169.87,2661.6,1104.7,564.83,368.88,299.15,23899,5247.7,2213.1,1867.3,1696.5,11001,2489.6,1063.9,859.33,776.77,4289.1,1200.4,597.31,470.75,404.14,3757.7,1080.4,546.72,403.58,346.52,2286.7,872.44,438.02,311.6,259.65,9997.4,2394.6,1074.7,952.08,837.22,4805.7,2268.5,1160.6,845.45,688.64,15448,3707.8,1655.2,1496.4,1320.5,5809.8,1467.9,626.31,454.96,394.64,14321,3269.8,1401.2,1297.9,1158.8,6250.4,1792.1,805.67,652.24,564.6,15592,3554,1603.7,1468.4,1299,16352,3336.9,1402.7,1310.7,1182.3,8800.4,2210.3,949.31,796.99,707.65,13210,2783.7,1181.4,1021.2,925.79,3819.8,985.75,486.02,357.94,311.98,1
2319.3,1330.2,727.95,560.71,473.32,1853.6,1055.1,629.75,596.16,583.64,13041,4885.7,3153.2,3417.5,3213.2,2003.7,1005.9,646.89,653.45,649.43,1585.7,936.98,494.46,404.69,354.47,1332.8,789.35,426.33,223.55,158.09,2290.9,1140.8,597.84,538.92,480.98,3855.8,1776.7,1123,1123.9,1103.6,2068.8,1110.8,633.64,559.94,540.97,7701.9,2900.1,1827.8,2026.4,1895.3,2124.9,1205.2,685.76,567.3,535.94,6259.4,2614.9,1697.7,1723.6,1653,1856.3,1061.1,577.96,407.82,356.19,2538.8,1331.4,806.77,654.84,625.99,1415.2,845.73,453.43,259.59,203.86,2229.9,1336.9,738.88,596.87,545.47,11048,4167.8,2349.3,2443.5,2193.1,5080.6,1990.1,1110.8,1122.9,1014.2,2644.3,1222,732.73,732.78,692.11,2185.4,1074.5,644.56,589.63,542.09,1518.4,887.23,503.56,403.53,368.11,5142.6,2162.5,1348.9,1405,1332.9,4926,2540.1,1569.2,1425.1,1364.1,8031.5,3336.3,2196.4,2281.7,2190.2,2910.1,1268.1,645.98,563.23,511.44,6918.3,2783.3,1806.7,1902,1782.9,3677.7,1767.8,1049.2,1013,945.04,7768.9,3127.3,2095.6,2227.2,2136.7,7160.7,2563.5,1599.1,1801.4,1678.5,4611.5,2034.2,1225.8,1200.6,1121.1,5798.3,2176.2,1263.1,1337.3,1215.6,1955.7,965.35,558.66,438.75,390.15,1
2154.2,1280.6,664.37,486.16,399.01,1674.9,903.4,493.51,395.01,332.41,16054,5266.6,2532.5,2677.1,2265.8,1965,893.24,482.69,427.05,364.2,1717.8,862.91,428.55,326.14,261.64,1204.1,737.2,379.9,212.7,136.46,2630.2,1119.7,502.61,433.86,360.88,4020.8,1579.7,848.2,777.18,660.51,1952.6,963.45,519.39,382.28,325.01,9665.2,3164.8,1504.1,1607.8,1354.7,1831.5,1061.2,562.88,376.82,314.63,7115.4,2568,1321.9,1279.6,1083.5,2109.2,1043,538.14,338.2,266.1,2297.8,1217.5,649.58,467.01,388.27,1151.4,755.93,405.29,234.34,182.96,1976.2,1162.6,597.73,410.42,331.15,14634,5041.8,2301.9,2130.9,1765.4,6792.4,2385.8,1101.7,984.39,813.44,2731.1,1123.5,582.49,528.21,440.34,2334.6,1024.1,530.09,452.25,369.14,1570,836.28,420.6,328.6,278.82,5897.6,2139.2,1055.7,1077.7,897.61,4372.2,2325.7,1233.5,942.18,783.85,9127.9,3268.2,1688.9,1713.8,1431.1,3701,1452.3,637.94,503.51,414.66,8365.7,2904.4,1431.4,1440,1220.7,3916.4,1671.1,834.31,739.75,612.93,9022.5,3137.2,1600.5,1669.7,1409.5,9367.3,2980.4,1404.8,1483.1,1249.2,5309.4,2027.4,1001.7,922.45,769.62,7712.7,2575.8,1192.3,1159.7,965.7,2308.4,957.7,495.62,399.44,327.52,1
2021.4,1174.7,590.47,458.23,403.52,1725.3,859.56,508.36,475.12,423.43,15827,5274.8,2712.7,2702.4,2401.3,2120,892.82,514.73,516.62,479.97,1700.9,850.08,444.25,341.52,292.31,1121.9,667.38,351.06,197.42,144.85,2596.9,1073.1,519.02,423.67,376.88,4292.6,1671,900.83,886.86,809.62,2044.6,997.54,533.19,447.1,393.21,9454.5,3115.7,1572.9,1598.4,1431.2,1872.7,1035.6,565.73,436.05,387.19,7292.5,2650.5,1394.5,1362.2,1207.9,1744.3,927.45,481.89,333.77,297.83,2446.6,1188,653.01,516.8,453.42,1187.3,709.3,399.48,242.3,186.38,2076.2,1145.3,631.62,448.82,391.56,12506,4352.2,2036.8,1987.8,1784.9,5728.3,2023.8,952.37,895.81,828.43,2891.1,1106,622.67,574.42,505.22,2472.8,990.34,549.65,474.14,418.51,1715.4,847.32,448.32,373.14,326.4,6108.9,2213.7,1151.9,1114.6,994.24,4445.7,2212.7,1191.1,1097.5,988.81,9491.1,3355.4,1806.3,1803.6,1601.9,3064.7,1244.6,586.12,490.29,424.32,8367,2930.3,1508.9,1494.7,1347.7,4080,1679.4,876.04,788.6,693.72,9360.1,3231.9,1715.1,1760.1,1571.2,8826.8,2865.2,1391.9,1454.5,1285.9,5359.9,2018.2,1024.2,936.73,836.11,6924,2360.9,1094.6,1094.7,963.24,2175.6,914.79,469.62,397.72,332.02,1
2159.2,1251.9,652.96,451.89,355.86,1755.1,908.12,464.85,306.76,234.82,17462,4690.7,2029.3,1673.7,1595.4,2204.8,882.21,426.63,302.21,248.47,1716.3,823.44,386.97,254.09,201.59,1246.5,697.91,363.75,197.98,126.65,2763.1,1046.8,457.54,307.68,263.08,4496.2,1516.8,768.84,520.88,446.14,2069.9,976.14,502.43,291.81,234.06,10539,2809.1,1197.7,1013.8,963.53,1924,1069.5,549.55,309.74,234.67,7835.4,2409.9,1122.6,831.36,752.84,2141.9,1028.2,513.93,296.45,229.44,2493.1,1204.5,624.82,368.01,281.45,1131,721.79,396.64,197.72,132.1,2085.6,1137.8,569.8,324.39,247.09,15596,4752.2,2025,1538.9,1371.5,7242.1,2287.4,977.48,733.89,638.25,2979,1054.2,531.79,377.32,314.54,2531.9,941.36,491.05,327.31,273.93,1724.7,796.05,397.56,265.63,228.32,6450.3,1931.9,914.71,704.79,639.24,4612.4,2335.2,1224.4,742.33,552.93,10071,3018,1435.2,1110.5,986.54,3818,1374,628.73,399.34,345.6,9109.6,2630.4,1194,955.64,923.48,4218,1570.6,747.59,516.49,432.98,10062,2863,1335.4,1065.2,974.06,10255,2661,1105.3,965.01,916.49,5740.7,1907.6,860.15,617.94,541.16,8381.4,2367.5,987.28,805.12,741.42,2489.7,888.96,444.34,291.7,246.45,1
2331.1,1192.1,695.25,530.19,472.81,2051.7,1005.6,535.2,520.57,453.04,23912,5876.4,3103.9,3595.3,3240.6,2714.6,1032.4,552.13,572.86,518.93,2282.9,930.98,479.35,421.95,356.64,1281.7,714.17,368.26,209.98,147.82,3613,1196.6,568.83,589.06,493.3,5845.7,1899.3,1035.9,1099.1,996.92,2581.4,1056.3,595.07,523.41,477.76,14405,3532.7,1809.6,2173.9,1948.1,2214.1,1096.8,617.22,471.21,411.06,10539,2939.8,1597.7,1720.2,1538.4,2513.8,1011.4,544.97,378.59,324.44,2959,1288.2,725.94,581.24,500.15,1141.5,748.98,408.48,246.32,197.68,2552.7,1200.1,645.33,500.24,439.02,20351,4798.4,2493.4,2678.8,2419.3,9389,2260.1,1173.7,1204.6,1090.8,4011.1,1275.6,695.64,700.3,624.6,3384.3,1132,625.91,601.73,519.78,2166.8,907.37,462.54,421.28,350.31,8870.4,2497.3,1308.4,1433.4,1283,5274.7,2506.1,1371.8,1174.5,1028.6,13643,3792.9,2064,2305.5,2056.1,5031.2,1408.7,667.28,575.07,526.21,12409,3280.2,1700.1,1956.9,1724.6,5611.6,1889.1,978.86,968.41,849.76,13702,3670.1,1995.5,2264.2,2035.4,13942,3152.7,1657.4,1988.5,1793.4,7695.3,2243.2,1162.4,1208.8,1077,11217,2570,1323.9,1496.1,1353.4,3330.4,989.68,543.31,493.21,439.84,-1
1945.1,1207.5,627.02,480.75,397.89,1677.6,903.44,502.34,420.52,340.04,13306,4760.3,2574.9,2587.7,2226.7,1867.1,891.23,494.12,447.94,371.26,1546.9,847.09,433.2,308.7,257.4,1208.4,704.52,366.21,194.45,137.16,2239.9,1035.1,528.97,425.54,357.7,3713.9,1567.5,860.51,777.75,655.39,1848.7,962.87,515.9,390.53,320.27,7943.9,2891,1533.8,1564.6,1340,1870.6,1067.4,554.24,391.19,312.72,6273.5,2447.6,1345,1243,1070.1,1684.3,1021.1,515.73,348.9,267.55,2326.4,1223.5,663.25,455.1,381.66,1123.3,716.4,412.93,220.42,175.54,2018.6,1179.8,595.75,410.21,329.43,10923,4392.2,2147.5,2114,1775.8,5029.1,2092.6,1011,975.96,833.45,2556.3,1109.4,584.43,525.56,440.57,2139.5,1003.5,553.79,439.16,367.26,1462.8,835.71,457.32,325.5,281.32,5137.3,2053.4,1120.5,1039.4,885.54,4416.9,2269.2,1236.5,961.67,775.02,8046.6,3147.7,1740.2,1676.3,1420.1,2766.1,1304.5,624.78,518.75,415.87,6972.9,2738.7,1454.3,1396.8,1217.7,3537.8,1618.9,864.02,717.18,595.67,7904.5,2993.4,1658.3,1633.6,1396.6,7432.1,2642.9,1383.2,1456.9,1250,4571.6,1948.1,1017.9,892.64,746.02,5883.5,2287,1144.5,1144.9,969.26,1824.5,894,492.44,392.77,331.13,-1
2578.9,1380.7,707.32,515.34,501.38,2211.2,1098.5,582.64,502.97,517.1,19017,5580.5,3018.8,3270.3,3180.6,2623.9,1130.3,593.19,569.87,578.23,1934.5,924.82,466.77,382.36,348.78,1211.7,740.47,350.17,209.79,149.97,2829.5,1110.4,558.06,532.69,487.7,5375.9,2031.2,1031.7,991.74,999.84,2616.1,1141.5,587.58,478.95,488.83,11296,3298.4,1763.3,1971.1,1898.7,2469.1,1224.8,623.32,462.96,476.3,8967.2,3044.5,1590.5,1583.8,1579.5,2398.3,1095,553.78,381.95,346.81,3091.4,1463,750.68,563.98,575.3,1160.7,789.29,434.14,239.12,217.39,2584.8,1334.9,675.14,485.92,494.65,16273,4781.5,2428.4,2525.8,2347.7,7544.9,2264.2,1148.8,1148.2,1073.2,3454.8,1304.9,686.2,650.46,646.97,2865.3,1136.1,601.16,542.81,517.7,1841.8,906.78,472.66,380.89,352.37,7297.8,2440.8,1285.3,1291.9,1278.2,6089.7,2907,1440.5,1162.9,1209.9,11390,3847.6,2043.7,2115.8,2090.9,4111.3,1368.7,655.99,568.48,515.51,9882.6,3138.8,1657.9,1778.5,1731.9,4876.2,1939,975.97,893.41,882.61,11352,3663.3,1970.9,2067.1,2055.1,10911,2934.6,1592.8,1808.6,1730.6,6326.6,2259.2,1179.7,1123.4,1081,8847.2,2466.6,1284.8,1377.7,1291.2,2691.6,963.3,548.66,457.62,425.61,-1
1539.2,983.77,575.1,491.57,414.39,1168.2,698.52,459.73,432.99,369.97,13885,3648.5,2834.5,3553.6,3081.4,1470.6,712.66,461.33,492.34,420.12,1366.8,795.35,427.31,376.62,317.27,1114.7,688.09,347.11,188.58,126.58,2180.7,956.11,550.36,556.77,480.08,3168.1,1141.2,805.08,939.37,805,1472.2,768.89,467.2,427.6,356.26,8415.1,2221.3,1697.1,2165.3,1873.3,1182.5,846.46,470.9,361.56,300.93,5949.5,1877.5,1367.8,1630.5,1406.4,1651.7,855.59,454.69,334.64,273.65,1675.9,971.39,573.93,485.1,416.13,1006,668.64,370.29,246.17,218.65,1397.2,945.5,521.93,416.84,344.87,12621,3187.3,2225.8,2749.6,2375.5,5811.1,1512.2,1030,1228.9,1074.4,2338.6,883.08,605.9,645.36,563.25,2016.6,808.51,553.42,545.72,485.27,1393.3,760.01,423.43,376.51,329.3,4990.2,1599.2,1158.6,1354.7,1187.3,2552.1,1541.1,984.42,897.02,774.47,7575.9,2337.3,1799.3,2178.8,1890.2,3164.7,1022.4,583.85,587.8,508.68,7236,2188.1,1578.8,1878.1,1638.5,3092.3,1374.2,847.46,877.81,760.12,7683.9,2188.5,1741.5,2168.1,1884.9,8350.8,2030.2,1563.6,2026.1,1753,4438.1,1641.8,1062.2,1152.6,996.91,6856.2,1750.1,1240.4,1554.6,1336.4,2100.9,784.17,508.92,509.41,446.63,-1
3146.6,1405.9,701.35,561.36,477.82,2354,1113.3,586.26,507.89,443.35,28056,6640.9,3430.5,3956.7,3472.3,3067.1,1115.5,592.21,563.18,492,2640.3,996.86,482.27,425.91,362.31,1514.2,814.19,384.58,209.58,136.21,4339.8,1288.9,621.02,626.08,533.06,6717.8,2043.2,1080.2,1060.7,928.87,3033.6,1196,595.43,477.71,416.15,17034,3930.3,2032.9,2399,2098.1,2678.3,1307.6,621.61,426.26,363.13,12231,3307.3,1714.7,1817.9,1590.4,3307.2,1201.4,565.89,379.73,311.8,3442.5,1524.4,739.91,551.92,469.1,1430.9,867.4,408.8,246.5,192.21,2961.7,1393.3,679.29,484.31,408.57,25692,5790.1,2776.8,3084.6,2656.1,11893,2719.7,1295.1,1391.4,1195.4,4476,1422.5,749.28,740.77,646.45,3883.7,1274.8,667.89,636.48,549.22,2503.2,997.95,512.34,433.96,399.73,10204,2747.7,1428.1,1538.1,1347.2,6396.8,2902.7,1408.3,1077.3,926.2,15755,4204.7,2236.5,2454.6,2148.2,6290.3,1681.1,711.76,669.41,559.6,14563,3623.3,1849.2,2081.1,1844.2,6471.5,2079.4,1011.9,992.48,863.93,15833,4051.6,2172.2,2429.5,2143.6,16693,3640.4,1877.4,2251,1961.9,9005.1,2493.3,1235,1282.9,1126.4,13693,3027.4,1494.9,1724.1,1485.4,3913.2,1108.8,584.81,556.4,474.53,-1
2065.4,1131.6,615.18,509.61,452.93,1614.8,850.06,507.91,432.42,416.26,18641,5232.3,2971.2,3475.3,3438.7,2097.8,893.7,514.04,489.53,477.49,1863.6,871.43,434.18,364.95,345.58,1193.9,695.36,354.91,196.07,131.87,2976.6,1095.8,552.92,549.62,526.98,4495.2,1525.3,930.28,926.13,903.46,1978.5,947.7,523.72,426.37,395.16,11356,3109.7,1797.3,2091.8,2090.2,1772,1012.1,526.56,382.71,331.25,8147.5,2518.9,1483.5,1585.9,1564.3,2137.4,993.34,474.92,346,299.34,2357.8,1128.4,624.1,482.4,439.44,1067.7,686.94,373.97,213.33,159.77,2049.7,1110.1,600.87,420.82,382.76,16379,4520.3,2349.5,2701.9,2651.9,7615.8,2137.2,1092.3,1217.3,1189.2,3145.4,1121.4,656.69,636.16,623.83,2737,1023.5,597.5,549.08,526.16,1867.3,880.68,440.61,360.91,339.75,6864,2150.8,1235,1345.1,1313.5,4078.5,2042.2,1172.4,924.63,855.12,10582,3200.2,1950.4,2147.9,2108.6,3980.9,1353.6,622.65,589.82,555.59,9798,2884.9,1613.8,1834.2,1810.9,4375.6,1631,896.46,880.76,842.23,10636,3118.1,1903.4,2122.7,2102.4,10977,2923.2,1647.6,1964.2,1957.3,6073.9,1989.4,1080.1,1132.2,1112.2,8926.9,2418.5,1294.7,1510.7,1493.3,2640.7,900.63,492.77,487.93,467.02,-1
2197.2,1233.6,597.88,458.82,397,1885.7,953.14,498.62,394.36,324.18,24795,6463.4,2659.7,2503.9,2183.9,2680.6,1006.2,498.38,444.05,377.16,2384.8,970.57,461.39,354.45,293.93,1425.9,739.96,374.46,207.24,140.28,3785.9,1267.6,545.72,429.06,347.6,5985.5,1890.3,862.92,766.57,673.66,2550.5,1072.4,517.53,377.9,327.3,14866,3858.3,1566.3,1496.3,1304.5,2089.5,1114.5,541.22,380.07,313.93,10847,3084,1359.4,1226.1,1057.6,2520.3,1062.3,489.37,314.35,259.91,2945,1280.1,651.09,477.81,392.19,1190.5,789.3,440.65,257.58,217.87,2506,1282.4,599.43,404.42,334.55,20506,5355.4,2166.3,1868.5,1705.2,9429.3,2508.2,1017.6,855.62,784,4096.9,1286.5,601.64,510.01,434.25,3474.8,1170.2,556.93,441.11,363.64,2183.8,937.01,468.45,373.84,325.75,9082.9,2620.2,1106.6,1036.8,883.61,4654.4,2322.1,1188.6,919.22,761.64,13917,3966.7,1734.1,1630.8,1389.2,5059.9,1513.2,639.7,444.29,388.37,12821,3549.2,1536.8,1426.4,1275.5,5733.6,1970,878.88,718.56,599.16,14042,3838.4,1637.8,1586.5,1370,14381,3563.2,1404.5,1359.5,1208.3,7988.6,2398.4,1056,898.59,761.62,11503,2923.2,1149.5,1039.8,934.59,3435.7,1060.6,520.12,404.77,378.8,1
1706.3,1025.4,547.79,472.04,388.17,1268.5,721.62,421.13,344.91,284.99,11741,4103.4,2430.9,2682.5,2303.8,1620.4,731.35,428.59,376.34,317.32,1347.1,797.45,395.71,302.71,244.41,1094.2,647.34,337.3,196.28,130.93,1994.1,1034.9,502.69,441.22,369.79,3143.6,1265.9,749.88,696.26,600.36,1478.6,822.81,445.94,327.52,277.35,7078.7,2456.9,1468.5,1639.4,1401.2,1371,865.2,460.66,308.02,250.89,5420.5,2069.2,1202.3,1216.3,1045.5,1479,794.79,441.48,313.91,250.77,1889.9,1009.4,539.72,382.61,317.75,967.93,624.12,342.3,189.97,147.19,1529.5,954.58,514.17,346.35,278.76,10006,3288.8,1970.3,2219.3,1894.8,4612.3,1542.1,917.57,1018.9,866.97,2132.6,868.16,536.63,501.68,422.25,1822.4,844.06,498.46,433.88,364.33,1489.3,810.71,399.13,301.55,257.02,4512.8,1772.3,1003.2,1036,885.91,3229.4,1718.5,923.46,734.57,608.89,6951.7,2640.2,1558.9,1648.5,1398.1,2437.7,1029,548.8,518.63,430.38,6266,2450.1,1361.5,1434.8,1228.7,2981.4,1447,736.84,683.84,569.24,6839.8,2451.4,1509.3,1625.1,1390,6702.2,2107.1,1336.4,1547.6,1333.9,4022,1738.3,913.18,895.75,743.44,5402.6,1726.1,1075.4,1222,1048.9,1716.9,699.83,431.14,406.28,336.75,1
2161.6,1246.2,655.16,481.65,408.7,1861.8,919.68,528.03,433.82,373.04,22192,5607.4,2729,2846.7,2535.9,2547,965.74,527.19,472.31,413.86,2176.5,898.31,443.72,340.11,293.98,1289.2,709.11,368.62,210.36,137.69,3459.7,1183.3,520.1,460.92,398.91,5476.8,1762.7,916.42,861.93,749.38,2412,1007.9,530.87,426.44,361.55,13402,3417.1,1598.5,1712.5,1519.1,2089.7,1071.7,573.09,407.19,346.14,9833.7,2814,1400,1390.9,1221.7,2302.8,1040.7,515.95,334.05,274.87,2827.9,1254.4,672.4,513.07,430.15,1151.6,737.98,433.19,259.61,217.3,2464,1225.1,636.61,430.81,367.91,18811,4936.5,2213.5,2129.9,1907.8,8654.1,2320,1055.7,974.94,866.63,3661.5,1212,651,574,497.31,3114.9,1077.1,576.83,491.04,413.06,1997.9,887.22,450.91,344.01,297.81,8135,2323.9,1168.7,1151,1005.9,4898,2324.9,1249.9,1008.9,856.56,12626,3604.6,1830.7,1862.7,1618.6,4560.2,1400.5,597.28,479.49,428.71,11537,3178.4,1505.5,1538.8,1374.6,5213.1,1785.9,888.06,785.94,685.87,12673,3477.9,1755.3,1812.8,1592.4,12948,3149.3,1440.8,1565.9,1395.2,7245.5,2167.4,1054,970.26,857.72,10407,2635.6,1162.8,1190.2,1056.3,3033.6,976.32,518.28,427.52,368.02,-1
