@Theta_1,Alpha_1,LowBeta_1,HighBeta_1,Gamma_1,Theta_2,Alpha_2,LowBeta_2,HighBeta_2,Gamma_2,Theta_3,Alpha_3,LowBeta_3,HighBeta_3,Gamma_3,Theta_4,Alpha_4,LowBeta_4,HighBeta_4,Gamma_4,Theta_5,Alpha_5,LowBeta_5,HighBeta_5,Gamma_5,Theta_6,Alpha_6,LowBeta_6,HighBeta_6,Gamma_6,Theta_7,Alpha_7,LowBeta_7,HighBeta_7,Gamma_7,Theta_8,Alpha_8,LowBeta_8,HighBeta_8,Gamma_8,Theta_9,Alpha_9,LowBeta_9,HighBeta_9,Gamma_9,Theta_10,Alpha_10,LowBeta_10,HighBeta_10,Gamma_10,Theta_11,Alpha_11,LowBeta_11,HighBeta_11,Gamma_11,Theta_12,Alpha_12,LowBeta_12,HighBeta_12,Gamma_12,Theta_13,Alpha_13,LowBeta_13,HighBeta_13,Gamma_13,Theta_14,Alpha_14,LowBeta_14,HighBeta_14,Gamma_14,Theta_15,Alpha_15,LowBeta_15,HighBeta_15,Gamma_15,Theta_16,Alpha_16,LowBeta_16,HighBeta_16,Gamma_16,Theta_17,Alpha_17,LowBeta_17,HighBeta_17,Gamma_17,Theta_18,Alpha_18,LowBeta_18,HighBeta_18,Gamma_18,Theta_19,Alpha_19,LowBeta_19,HighBeta_19,Gamma_19,Theta_20,Alpha_20,LowBeta_20,HighBeta_20,Gamma_20,Theta_21,Alpha_21,LowBeta_21,HighBeta_21,Gamma_21,Theta_22,Alpha_22,LowBeta_22,HighBeta_22,Gamma_22,Theta_23,Alpha_23,LowBeta_23,HighBeta_23,Gamma_23,Theta_24,Alpha_24,LowBeta_24,HighBeta_24,Gamma_24,Theta_25,Alpha_25,LowBeta_25,HighBeta_25,Gamma_25,Theta_26,Alpha_26,LowBeta_26,HighBeta_26,Gamma_26,Theta_27,Alpha_27,LowBeta_27,HighBeta_27,Gamma_27,Theta_28,Alpha_28,LowBeta_28,HighBeta_28,Gamma_28,Theta_29,Alpha_29,LowBeta_29,HighBeta_29,Gamma_29,Theta_30,Alpha_30,LowBeta_30,HighBeta_30,Gamma_30,Theta_31,Alpha_31,LowBeta_31,HighBeta_31,Gamma_31,Theta_32,Alpha_32,LowBeta_32,HighBeta_32,Gamma_32,class
664.8,459.19,264.4,211.44,151.81,809.84,509.21,289.12,231.52,182.92,378.44,344.93,213.33,172.25,129.35,923.82,565.92,346.9,266.41,217.25,494.02,389.6,221.24,170.92,137.59,776.62,393.34,257.83,211.76,169.5,942.47,451.82,332.33,230.63,184.75,663.61,501.39,263.08,189.27,160.72,540.39,425.69,223.9,155.18,123.74,757.67,586.35,302.75,219.87,159.03,398.76,500.36,189.14,130.87,113.46,519.43,500.36,219.55,157.08,153.29,1515.9,874.42,559.48,452.97,338.74,1015.3,552.15,461.51,413.61,425.08,1162.4,812.21,499.99,400.46,342.47,373.94,483.92,184.28,126.23,88.415,896.97,617.67,382.65,283.89,195.36,1259.4,759.26,429.89,339.46,228.06,1040.8,630.14,379.55,286.68,209.05,377.43,469.89,259.05,180.58,127.37,1065.7,808.52,441.89,314.63,222.44,699.61,535.14,256.59,221.93,166.24,1690.5,964.85,599.97,483.7,348.08,987.71,557.28,369.34,285.79,204.05,658.56,577.67,255.72,200.4,148.31,1234.6,726.89,385.53,293.68,211.63,323.58,344.04,153.8,119.31,97.062,915.97,600.81,340.7,261.39,199.33,1237.5,670.1,462.39,330.42,261.85,531.43,276.23,179.58,152.63,147.61,540.48,402.85,280.74,203.19,188.02,675.97,488.64,409.65,399.44,384.94,-1
1011.7,603.09,402.49,346.86,339.08,696.61,389.97,257.39,210.18,186.34,494.94,376.56,285.22,230.34,200.37,1223.8,827.76,594.81,487.92,418.27,1203.8,668.38,710.02,644.91,582.33,394.81,328.1,319.81,262.34,225.34,441.68,283.67,232.57,198.79,180.92,2069.4,1475.8,1466.8,1225,1020.6,612.92,422.08,336.86,284.36,256.54,285.04,223.32,176.54,131.89,125.99,1344.5,760.34,498.59,397.23,320.13,1219.3,808.29,460.33,356.96,320.79,1536,997.31,1124.7,1024.4,880.41,869.74,481.66,386.85,309.07,276.91,586,350.6,241.04,168.93,151.44,1382.1,921.05,686.84,564.53,492.93,670.28,363.05,291.3,244.48,245.65,1017,733.25,600.28,505.36,442.92,422.83,261.92,177,143.03,108.79,855.88,543.6,373.13,301.99,253.03,1062.9,779.78,522.16,408.12,366.22,1930.8,1080.1,1029,914.3,807.88,436.22,361.14,328.28,283.54,224.85,327.73,222.34,204.64,167.95,128.14,495.25,314.58,350.54,317.72,268.14,362.76,241.12,185.26,168.08,138.97,987.02,652.02,495.34,407.22,362.93,395.02,340.91,244.73,192.51,166.67,522.73,379.95,232.62,189.87,162.09,612.64,475.09,415.99,394.9,347.45,1137,656.6,417.37,330.51,251.18,478.92,403.92,276.6,187.9,172.94,1
1456.2,817.35,519.74,482.43,480.89,967.33,511.26,295.96,246.09,208.66,909.16,492.37,283.74,217.19,179.48,2148.5,1103,617.48,535.32,441.61,2097.5,965.98,655.82,575.97,499.08,841.94,454.19,331.56,290.82,256.33,673.13,397.13,211.69,180.04,149.69,4174.6,2252.7,1535.3,1391.2,1233.7,1122.8,555.7,343.09,284.67,232.89,460.5,294.18,162.4,141.07,121.6,1861.7,994.61,592.37,499.37,422.77,1928.1,1000.8,548.6,469.06,370.28,2996,1538.3,1131.6,1015.7,901.98,1393.5,652.4,370.61,309.7,248.83,832.83,439.34,265.13,211.27,177.13,2480.3,1248.7,673.53,573.37,488.26,1080.4,491.5,288.79,249.43,217.24,1907.4,1029.1,664.4,573.16,516.5,546.89,306.98,187.1,126.95,100.88,1338.7,707.37,427.59,377.42,326.52,1951.4,978.4,562.7,481.97,422.08,3380.3,1591,931.55,825.44,684.98,874.37,507.84,354.4,314.45,252.96,523.14,337.86,191.11,158.81,140.88,892.87,487.15,341.89,303.12,267.65,485.29,323.36,177.27,171.45,141.75,1751.1,908.88,464.54,399.64,341.78,710.11,458.27,259.44,221.32,189.32,822.06,457.5,262.54,197.38,153.91,1090.6,647.78,412.3,329.55,316.82,1635.9,794.65,484.23,422.02,337.68,870.68,522.68,287.44,203.48,176.17,1
1030.9,741.47,559.13,534.29,528.66,666.83,451.2,281.77,240.64,217.4,942.78,519.65,263.97,215.64,188.73,2122.6,1123.3,585.81,439.06,422.49,2511.8,1401.3,638.9,558.66,481.08,720.71,506.59,317,278.14,229.45,762.04,428.98,215.9,172.61,147.37,2991.5,2310.3,1516.4,1316.7,1140.7,1298.2,653.43,320.13,236.7,233,496.37,327.19,156.99,140.75,114.12,1347.3,823.15,574.76,449.61,387.9,1855.1,896.28,544.79,383.33,370.54,2874.1,2000.1,1114.8,1021.9,852.09,1419.6,786.73,370.07,280.61,250.4,593.72,416.89,245.86,185.67,168.25,2638.6,1389.6,684.78,511.73,481.57,1131.8,651.09,283.03,229.67,222.51,1288.8,954.38,609.19,528.24,483.05,472.92,331.52,162.99,129.71,109.03,875.44,604.76,393.98,325.9,299.07,1946.6,1005.6,533.41,387.79,367.94,3852.8,2095.7,946.09,774.35,700.88,758.47,516.22,330.33,294.19,242.56,405.76,351.36,199.65,151.15,130.68,858.89,651.57,349.55,304.16,257.89,398.23,335.7,181.91,128.98,129.32,1828.8,1020.6,479.91,361.44,337.35,562.34,409.11,240.06,206.62,177.14,871.72,482.56,248.47,175.85,162.42,1009.3,743.19,384.93,357.76,305.01,1375.8,730.62,453.91,366.58,321.66,911.75,497.35,267.56,200.1,177.41,1
1238,647.95,412.61,275.59,279.16,902.71,440.46,287.58,200.36,194.04,1211.9,496.99,345.95,286.66,229.58,2401.9,1072.6,670.1,566.22,498.69,3757.2,1531,837.01,981.86,719.85,1272.3,588.97,364.28,376.46,268.7,1057,450.12,255.8,267.96,208.55,5390.5,2623.3,1652.7,1582.1,1214.1,1584.5,666.82,389.73,389.79,298.43,735.35,370.57,176.6,184.07,146.12,1665.7,910.31,577.26,414,355.8,1798.9,897.58,507.94,340.29,335.78,5218.5,2266.2,1329,1478.1,1081.5,1807.3,795.07,391.43,380.88,318.74,748.66,419.95,267.17,187.22,162.09,3099.7,1303.5,768.55,694.68,566.67,1574.5,664.81,293.56,315.84,279.51,2097.1,1071.4,673.21,594.55,495.53,665.95,330.86,162.29,147.73,115.43,1176.2,646.51,417.5,327.58,286.72,2024.6,941.67,579.65,459.74,390.99,5355.7,2149.6,1162.4,1262.3,985.4,1281,577.75,379.75,367.51,267.4,705.76,379.12,212.44,212.72,154.74,1570.1,724.05,416.78,469.8,324.87,509.1,313.84,178.66,174.86,133.96,2294.4,942.66,550.86,506.25,418.52,893.9,465.64,251.47,227.36,189.41,924.28,539.44,244.45,199.28,180.32,1610.3,826.09,480.4,453.14,362.41,1383.4,763.06,451.31,294.42,280.97,1010.7,476.84,313.83,226.44,192.51,1
845.49,571.13,335.01,309.22,277.86,713.98,413.75,239.12,225.32,182.93,1513.4,381.49,275.45,210.84,183.27,2952.4,881.07,518.21,472.73,407.13,5475.1,1359.8,635.55,601.64,592.58,1520.1,397.56,278.98,261.35,231.85,1463.1,402.6,208.91,173.19,159.12,5987.2,1778.2,1242.5,1201.6,1084.4,2272.9,591.65,301.51,246.7,251.22,943.26,344.14,151.88,135.81,124.35,1034.7,598.2,462.48,421.79,358.79,1801.7,764.47,451.6,382.87,337.43,6951.3,1792.3,1014.1,960.78,900.03,2466.2,683.41,336.88,279.98,265.6,616.83,346.29,223.66,196.16,165.85,4296.7,1084.4,595.24,466.07,465.65,2173.6,593.85,263.03,240.71,232.68,2041.3,779.47,522.03,503.23,473.5,755.76,320.13,162.03,146.36,110.21,837.63,509.17,338.08,300.85,287.34,2541.6,824.89,484.63,393.15,405.74,7641.4,1866.3,863.47,764.7,739.62,1508.7,416.02,288.8,266.32,239.38,886.82,282.38,165.14,149.88,126.72,2132.4,544.91,307.84,277.5,262.01,498.4,262.55,176.24,150.89,123.77,3041.1,832.36,414.24,343.68,328.51,844.32,382.57,221.03,198.58,177.08,1160,433.36,228.43,181.87,161.56,2211.4,664.51,361.7,346.28,328.69,947.81,550.05,366.19,330.65,291.39,1232.7,381.04,249.4,190.16,170.43,1
1183.3,753.6,565.84,523.11,520.71,773.2,441.11,304.67,279.34,231.55,814.55,403.12,278.6,251.82,227.6,1761.8,922.1,638.38,580.98,481.96,1862.3,673.78,717.94,861.01,743.36,705.76,398.21,345.66,397.01,298.56,652.88,329.54,226.78,240.24,192.59,3235.8,1840.7,1691,1916.3,1423.8,949.68,449.16,342.03,374.68,328.28,420.19,268.52,185.15,175,145.61,1383.3,876.65,619.95,613.54,448.88,1528.8,862.13,538.14,491.35,387.64,2522.8,1187.8,1245.7,1498.2,1177.1,1185.5,526.68,412.08,376.18,329.22,661.88,375.58,261.23,234.74,184.9,2058.4,988.72,718.29,734,617.32,998.48,374.04,295.16,291.59,265.61,1515.5,829.18,698.1,756.71,573.82,507.53,254.89,189.8,155.85,117.41,1049.9,594.03,454.19,465.96,348.3,1602.5,823.01,586.88,578.37,468.46,2963.4,1160.3,1018.1,1145.4,1007.6,705.16,446.22,361.76,410.95,301.07,500.49,270.4,211.35,220.15,160.86,809.74,403.8,377.99,449.7,351.9,444.97,289.28,187.66,187.01,151.16,1482.1,732.82,513.24,517.67,442.87,567.93,410.75,276.01,278.6,210.9,865.75,413.09,265.92,231.84,199.53,927.76,501.93,437.04,493.71,385.44,1242.9,700.09,505.19,484.13,362.78,722.14,424.12,268.84,257.39,208.05,1
850.97,496.08,353.71,300.96,299.49,598.48,379.29,244.56,206.93,200.12,835.89,406.41,305.85,294.14,263.18,1549,818.66,622.42,577.05,519.27,2357.6,1045.3,778.89,892.03,790.57,851.7,372.17,290.6,313.79,280.5,707.87,349,236.52,247.65,226.5,3465.4,1751.3,1338.9,1380.4,1262.8,983.47,508.7,360.7,376.28,315.39,446.97,240.37,175.49,169.12,158.81,1031.5,676.86,457.46,408.45,367.55,1282.6,695.44,475.93,401.86,388.34,3298.9,1474.2,1148.3,1237.2,1136.4,1189.4,549.58,411.88,387.03,357.49,522.11,301.77,235.75,174.58,168.32,2016.2,990.88,697.53,712.71,631.04,1000.8,469.3,299.82,314.52,315.71,1379,756.26,564.46,532.47,509.49,507.89,278.78,180.56,146.28,125.72,741.7,493.51,369.6,308.07,302.3,1407.2,735.67,542.33,512.44,481.23,3292.8,1471.2,1111.5,1210.7,1096,848.23,407.4,305.8,309.06,266.9,520.26,303.02,182.92,181.21,158.89,1015.6,484.27,355.87,396.79,363.92,371.58,287.1,178.98,158.67,150.18,1457.5,712.55,516.44,514.54,456.8,556.46,352.32,221.29,198.61,183.58,640.72,414.22,255.53,214.88,193.85,1115.1,637.34,401.15,418.37,374.03,907.45,541.06,390.57,325.18,307.29,662.81,365.79,265.89,246.06,207.8,-1
1281,628.94,380.45,359.57,300.87,860.88,428.66,268.39,240.94,202.39,803.76,399.39,268.52,266.69,208.51,1866,917.71,547.97,593.31,458.79,1876.7,891.12,754.66,830.82,664.73,840.27,426.99,304.47,335.85,261.09,562.09,330.83,215.07,240.95,180.48,4057.4,2129.8,1490.1,1495.8,1206.4,982.55,466.81,325.47,349.55,266.76,379.29,300.66,176.15,171.8,138.95,1567.7,847.98,520.49,462.98,376.35,1664.5,782.1,471.85,437.31,365.66,2953.5,1543.6,1173.5,1274,1000,1239.8,578.63,364.58,371.47,294.34,695.24,406.33,245.33,202.4,172.92,2136.8,1000.5,646.68,686.73,508.64,865.3,465.68,306.73,310.31,271.05,1740.3,924.52,610.41,597.3,512.38,547.69,282.91,165.07,136.88,117.35,1136,606.05,378.54,361.67,308.12,1657.5,783.81,500.1,487.26,398.39,2931.1,1370.8,992.64,1107.9,845.85,910.42,466.31,333.3,333.5,254.04,483.49,314.24,193.69,188.5,149.6,853.76,494.7,359.29,386.63,307.93,393.47,276.08,171.13,182.48,153,1465.9,711.92,456.43,491.26,368.87,657.93,376.63,256.54,218.84,180.28,700.64,400.96,237.78,192.42,176.77,1006.8,630.02,403.88,425.98,337.59,1339,739.68,427.06,370.43,316.42,701.49,425.64,258.73,250.17,176.31,1
548.35,345.93,376.06,307.34,278.26,469.2,279.57,276.4,216.5,197.16,687.66,461.59,290.57,354.8,270.37,1435.1,774.28,581.54,703.16,526.86,1834.9,1092.8,899.35,1231.8,976.67,386.44,331.76,333.32,385.07,325.51,524.16,344.13,261.86,324.42,254.16,1567.7,1211.1,1599.9,1728,1470.5,905.9,515.22,376.5,508.43,382.08,357.02,275.37,211.49,214.04,179.24,609.65,450.99,488.45,418.31,371.61,1137.2,538.68,467.87,468.63,376.32,1900.4,1261.2,1394.5,1709.6,1421.4,1113.3,550.26,438.4,524.85,402.76,419.61,264.21,255.22,182.21,173.49,1830.3,968.21,721.49,959.88,716.37,825.68,476.54,362.13,430.44,360.17,688.21,482.38,623.51,599.62,542.32,466.17,285.36,193.11,172.49,142.57,412.46,305.16,379.42,322.45,285.87,1332.8,645.85,494.89,577.61,444.9,2745.6,1537.2,1249.9,1696.5,1306.9,449.83,361.31,354.29,387.72,327.7,324.06,241.91,210.41,244.52,194.52,580.57,438.18,422.76,539.74,441.82,282.73,224.95,192.49,168.18,145.84,1282.4,712.82,547.76,705.89,522.57,332.43,277.33,253.05,234.28,200.21,680.24,431.76,244.8,267.05,199.33,742.97,536.87,484.76,557.54,450.09,682.19,410.86,388.15,324.55,275.84,632.46,429.34,273.14,290.69,218.67,1
1049.6,648.78,350.24,312.59,271.85,858.37,467.11,236.73,209.84,183.59,1598.6,564.13,318.43,302.24,249.22,3122.6,1123.8,603.23,595.16,469.07,6083.6,1748.3,884.9,994.9,855.29,1705.6,577.17,340.67,353.65,298.3,1588.6,480.86,251.52,277.73,225.44,6742.4,2591.4,1386,1519.1,1319.6,2407.5,783.63,396.43,409.72,343.6,1063.1,388.06,187.95,193.52,163.62,1430.7,806.24,461.45,417.46,337.8,2063.3,880.27,466.37,408.24,323.88,7710.5,2432.6,1232.8,1427.8,1246.6,2735.5,851.63,438.8,422.87,353.63,745.75,394.25,215.87,188.34,148,4560.4,1503,780.17,761.53,635.83,2448.6,703.96,357.85,359.97,321.77,2349.6,1076.4,555.12,589.49,495.23,824.74,343.68,185.15,150.51,130.01,986.79,618.49,346.85,330.64,269.46,2749.9,1060,534.16,497.92,402.88,8293.5,2430.5,1263.3,1364,1142.9,1649.6,589.38,332.93,348.1,296.43,946.26,422.3,194.83,205.01,177.84,2354.4,769.83,403.5,458.52,388.15,553.58,304.35,212.4,206.4,169.31,3277.5,1044.7,554.59,572.18,464.17,967.89,442.55,233.71,217.81,189.55,1283.1,538.23,271.44,216.45,183.64,2432.1,897.15,433.36,481.97,434.21,1183.9,672.79,370.31,322.17,251.79,1256.8,504.75,296.11,260.59,200.75,1
1018.9,607.81,378.39,276.03,267.28,731.47,424.89,274.36,186.54,177.19,710.85,385.2,240.68,185.08,180.2,1493.6,841.96,521.8,401.7,384.82,1758,853.51,598.45,484.64,503.34,677.47,373.42,271.76,226.14,203.64,552.93,307.21,201.16,166.16,160.33,3120.5,1799.5,1305.3,1010.2,904.77,849.25,426.21,286.46,211.63,223.64,355.54,260.99,156.63,129.75,116.57,1228.2,710.85,463.67,357.94,295.81,1294.3,744.18,460.14,369.84,328.84,2497.5,1385.6,1003.4,799.96,768.87,1061.7,589.09,359.89,281.96,249.21,715.33,490.7,257.24,161.1,143.1,1772.6,921.69,584.34,446.4,445.88,814.4,424.2,273.94,247.12,244.75,1406.9,835.54,572.64,435.77,395.68,549.47,277.29,173.21,129.6,105.28,984.82,551.81,361.78,273.34,237.43,1363.6,709.45,490.58,356.6,338.05,2600.2,1265.3,850.19,674.56,711.11,697.27,386.28,294.88,226.67,204.68,482.66,287.22,163.43,126.97,109.93,772.99,452.6,315.24,244.01,232.46,426.33,300.6,194.75,147.89,124.27,1255.5,692.54,422.92,330.65,328.27,547.06,348.13,229.64,167.86,151.7,593.88,374.25,231.22,183.85,152.69,975.63,612.38,372.1,307.24,290.49,1019.9,619.85,397.27,309.36,246.9,726.89,471.13,247.35,175.77,158.69,-1
872.74,524.44,365.1,307.72,274.95,683.66,395.98,257.46,222.18,189.63,745.04,405.56,330.66,321.6,275.55,1391.9,721.94,597.3,601.66,524.6,1939.1,950.66,866.89,1100.5,898.48,717.96,423.38,362.11,388.3,307.15,591.21,347.75,259.95,303.47,237.68,3178.9,1934.2,1573.1,1701.4,1328.1,857.23,444.94,392.67,441.58,371.66,433.9,296.46,192.74,208.46,164.22,1096.1,723.94,512.99,432.44,354.58,1237,673.75,470.79,419.01,360.23,2827,1584.8,1348.4,1613.1,1287.4,1133.2,568.15,425.8,462.62,383.56,630.4,400.25,249.44,198.3,155.08,1752.1,868.36,744.49,813.91,706.88,943.92,465.28,318.57,373.92,324.1,1349.6,839.52,622.59,607.12,493.05,543.04,326.1,198.72,170.54,131.25,858.8,557.05,380.76,344.5,277.64,1239.7,659.73,549.57,511.34,449,2795.3,1279.8,1205.4,1479.7,1240,748.83,455.62,361.38,375.39,299.16,476.21,333.65,210.01,234.36,178.5,873.63,497.91,418.28,504.8,402.13,379.4,318.6,210.88,177.38,155.46,1249.5,606.57,524.03,590.91,516.95,574.53,390.18,254.39,228.54,189.89,678.87,438.28,253.57,245.24,199.88,1042,640.5,471.9,524.77,415.69,946.45,590.38,420.44,331.37,270.93,662.91,391.28,276.92,275.51,227.64,-1
1054.4,706.01,397.91,344.93,292.08,798.92,505.7,285.01,232.77,210.93,1405.6,583.98,329.59,343,275.56,2746.5,1116.9,642.06,685.86,511.78,5122.8,1830.6,945.72,1099.1,929.09,1644.1,615,371.18,367.53,336.79,1371.7,531.09,276.7,310.04,255.84,6728.6,2823.1,1733.6,1651.3,1524,2040.1,778.93,430.4,471.18,367.46,904.08,407.24,207.4,197.19,176.42,1522.8,903.06,559.33,460.96,406.96,1838.6,928.5,526.82,439.47,366.64,6977.9,2601,1456.6,1519.7,1399.8,2295,884.23,451.85,476.59,380.46,711.53,433.57,262.72,202.87,182.59,3946.3,1510.4,806.98,875.72,686.39,2054.2,756.81,377.7,402.96,330.27,2376.5,1171.1,703.6,627.82,563.76,713.91,354.86,202.91,180.96,136.92,1075.4,678.89,436.32,355.76,308.28,2322.9,1022.9,576.16,538.84,431.06,7075.1,2479.3,1307.1,1545.1,1244.3,1580,652.85,373.99,373.77,339.24,934.79,405.4,237.52,210.16,199.07,2166.5,802.94,459.38,472.59,435.17,536.94,331.26,238.7,178.16,159.08,2813.8,1076.8,572.37,638.97,500.41,893.76,506.54,276.25,246.17,209.74,1089.2,541.07,301.4,266.38,198.25,2199.9,938.05,520.11,489.93,468.85,1199.4,735.83,464.18,383.28,307.87,1149,503.49,302.84,284.53,226.38,1
10418,3023.5,1363.6,1664,1616.6,24908,7409,3719.1,4628.4,4405,25416,7469.6,3660.1,4571.4,4371.2,2669.4,851.21,488.2,531.78,555.53,18144,5328.3,2638.2,3300.2,3173.7,9447,2796,1413.7,1766,1672.8,11383,3307.2,1571.3,1967.8,1885.3,1609.4,689.03,500.35,488.62,470.62,15446,4642.5,2276.8,2859.1,2699.4,5653.1,2043.9,1193.1,1495.4,1366.3,6511.9,2101,1101.9,1272.6,1211,5889.8,1881.9,1097.1,1345.6,1249.6,19196,5578.5,2722,3327.2,3220.9,26278,8150.4,4293.2,5430.2,5035.1,17523,5253.8,2639.9,3237.1,3111.6,648.4,522.8,324.68,368.84,351.54,23857,6989.9,3287.7,4111.3,3957.3,16425,4820.2,2284.6,2832,2738.3,20619,6052.6,2961.6,3709.4,3530.8,12242,3600.5,1734.8,2115.1,2053.1,14377,4425.2,2201.4,2693.2,2575.5,3123.1,1404.5,959.58,1148.6,1041.4,17356,5173.1,2579.8,3241.8,3056.2,3840.6,1500.9,935.9,1165.8,1067.6,6776.8,2050.3,930.44,1193.6,1135.5,21673,6292.4,3005,3751.3,3622.2,6549.5,2065.2,1206.8,1493.3,1410.6,10636,3300.9,1755.3,2176.9,2051.8,17071,5014.2,2372.8,2978.9,2845.3,3024.9,984.41,649.87,772,737.38,16832,4884.7,2438.5,2986.7,2847.3,14295,4149,2035.1,2540.2,2407.3,-1
374.92,556.72,2188.9,2403.7,2145.9,969.08,1761.4,5832.1,6637.3,5930.8,900.95,1555.9,5787.2,6544.5,5846.9,103.23,142.6,471.88,402.53,428.58,707.1,1216.2,4034.6,4634.2,4122.5,393.89,664.02,2208.5,2506.7,2244.4,445.39,648.06,2510,2745.7,2446.9,326.29,301.4,292.75,158.33,133.06,508.82,1056.5,3530.1,4050.3,3595.9,772.62,1126.5,1742.7,2021.8,1835.9,590.34,763.17,1592.3,1621.1,1486.2,590.43,853.73,1536.4,1793.5,1612.7,646.55,1150.8,4240.7,4782.8,4244.6,1566.9,2700.1,6619.5,7591.9,6876,728.67,1364.6,4043.1,4678.6,4161.8,564.98,490.58,434.93,457.51,410.67,921.83,1207.4,4967.5,5507.6,4901.5,604.29,872.44,3524.5,3915.7,3465.5,689.78,1234.1,4706.8,5306.1,4742.2,484.68,709.46,2692.5,2954.4,2608.6,892.07,1080,3363.5,3540.4,3178.7,1012.2,932.59,1129.4,1123.6,1088.7,684.87,1259.2,4058.8,4612.1,4132.2,779.4,987.57,1304.6,1529.8,1391.4,200.76,391.56,1469.4,1640.1,1456.2,784.47,1166.1,4813.2,5279.8,4681.7,569.66,872.1,1774.2,2062.2,1839.5,649.34,1120.5,2679.4,3101.8,2766.7,519.9,971.61,3756.5,4222.4,3760.7,446.32,563.37,899.18,1067,924.44,578.46,976.85,3836.7,4274.5,3800.4,496.1,790.05,3239.1,3602.8,3203.4,1
2243,1316.5,3063.4,3572.9,3342.3,6301.9,3717.2,8480,9880.1,9168.1,6036.4,3504.6,8272.1,9735,9039.5,985.34,1104.3,1554.5,1615.1,1827,4505.3,2811.7,5896.2,7248.2,6744,2471.7,1426.5,3236.1,3776.4,3515.5,2404.9,1435,3328.4,4109.5,3873.8,999.53,1432.6,1494.8,2430.4,1987.1,4032.8,2344.2,5309.4,6066.8,5636.2,2632,1654.6,2680.6,3011.5,2752.8,1584.9,1243.5,2075.6,2450.6,2457.9,2053.8,1414.8,2577,2856.4,2772.6,4210.1,2527.4,6167.2,7134.5,6731.6,8090.8,4782.9,9838.4,11328,10380,4446.4,2666.2,6139,7042.8,6591.3,929.99,628.92,667.27,726.19,671.74,5029.5,3029.9,7166.6,8314.1,8141.9,3408.7,2184.6,5147,6043.4,6035.4,4915.4,2795.1,6759.4,7843.1,7261.2,2581.6,1733.4,3836.8,4661.4,4711.5,3457.9,2326.8,4339.2,5315.2,5028.3,2073.2,1957.6,2451.9,2573.1,2909.5,4496.3,2518.4,5933.9,6777.9,6195.3,2147.2,1393.7,2109.7,2363.1,2195.8,1599.6,979.91,2163.4,2451.5,2347.3,4579.5,2772.8,6698.9,7698,7413.7,2372.1,1593.3,2959.8,3289.6,2963.1,3243.4,1992.1,4046.9,4660.2,4277.2,3769.3,2224.5,5413.3,6277.5,5933.2,1375.3,890.59,1501.6,1648.1,1480.3,3811,2245.1,5350.2,6275.9,5763.1,3264.2,1878.9,4450.9,5271.7,4834.9,1
9163.4,3063,2109.4,2572.8,2551.6,22188,7983.7,6379.6,8061.9,8441.8,22433,7773.6,5952.7,7575.7,7797.1,2619.7,1416.1,1460,1433.3,1531.1,16008,5775.1,4809.2,5679.9,6358.1,8446.2,3076.5,2491.2,3111,3307.3,9928,3253.3,2300.1,2831.4,2842.3,1961,1964,1711.9,1820.1,1864.3,13830,5133.4,3849.8,4946.8,5058.8,5925.7,2941.6,2772.5,3272,3712.5,5959.3,2427.1,1977.1,2231.5,2432.2,5829.6,2542.8,2484.7,2948.5,3239.1,16952,5715.6,4269.9,5447.9,5396.3,24390,9796.3,8523.6,10380,11307,15880,5802.1,4705,5913.6,6114.2,1213,911.23,852.61,949.68,1133.3,20945,7078,4864.2,6111.5,5959,14461,4996.4,3575.2,4457.4,4412.9,18211,6311,4771,6125.5,6216.6,10849,3828.5,2853.2,3396.9,3448.4,12655,4621.1,3744.6,3955.4,4391.8,3577.2,2602.9,2846,3146,3485.8,15527,5622.7,4400.9,5589.6,5802.8,4391.5,2343.1,2354.1,2730.1,3145.1,5871.6,2072.2,1439.8,1734.7,1753.9,18875,6224.6,4375.7,5324.8,5309.2,6323.4,2824.2,2677.7,3195,3559.5,9915.6,3980.6,3517.6,4278.2,4648.8,15009,5114.7,3718.9,4733.7,4681.8,3031.7,1509.2,1470.7,1695,1940.7,14777,4952.2,3677.6,4735.3,4712.1,12442,4164.9,3058.7,3905.3,3917.2,1
