@relation arousal 

@attribute Theta1_1 numeric
@attribute Alpha1_1 numeric
@attribute LowBeta1_1 numeric
@attribute HighBeta1_1 numeric
@attribute Gamma1_1 numeric
@attribute Theta2_1 numeric
@attribute Alpha2_1 numeric
@attribute LowBeta2_1 numeric
@attribute HighBeta2_1 numeric
@attribute Gamma2_1 numeric
@attribute Theta3_1 numeric
@attribute Alpha3_1 numeric
@attribute LowBeta3_1 numeric
@attribute HighBeta3_1 numeric
@attribute Gamma3_1 numeric
@attribute Theta4_1 numeric
@attribute Alpha4_1 numeric
@attribute LowBeta4_1 numeric
@attribute HighBeta4_1 numeric
@attribute Gamma4_1 numeric
@attribute Theta5_1 numeric
@attribute Alpha5_1 numeric
@attribute LowBeta5_1 numeric
@attribute HighBeta5_1 numeric
@attribute Gamma5_1 numeric
@attribute Theta6_1 numeric
@attribute Alpha6_1 numeric
@attribute LowBeta6_1 numeric
@attribute HighBeta6_1 numeric
@attribute Gamma6_1 numeric
@attribute Theta7_1 numeric
@attribute Alpha7_1 numeric
@attribute LowBeta7_1 numeric
@attribute HighBeta7_1 numeric
@attribute Gamma7_1 numeric
@attribute Theta8_1 numeric
@attribute Alpha8_1 numeric
@attribute LowBeta8_1 numeric
@attribute HighBeta8_1 numeric
@attribute Gamma8_1 numeric
@attribute Theta9_1 numeric
@attribute Alpha9_1 numeric
@attribute LowBeta9_1 numeric
@attribute HighBeta9_1 numeric
@attribute Gamma9_1 numeric
@attribute Theta10_1 numeric
@attribute Alpha10_1 numeric
@attribute LowBeta10_1 numeric
@attribute HighBeta10_1 numeric
@attribute Gamma10_1 numeric
@attribute Theta11_1 numeric
@attribute Alpha11_1 numeric
@attribute LowBeta11_1 numeric
@attribute HighBeta11_1 numeric
@attribute Gamma11_1 numeric
@attribute Theta12_1 numeric
@attribute Alpha12_1 numeric
@attribute LowBeta12_1 numeric
@attribute HighBeta12_1 numeric
@attribute Gamma12_1 numeric
@attribute Theta13_1 numeric
@attribute Alpha13_1 numeric
@attribute LowBeta13_1 numeric
@attribute HighBeta13_1 numeric
@attribute Gamma13_1 numeric
@attribute Theta14_1 numeric
@attribute Alpha14_1 numeric
@attribute LowBeta14_1 numeric
@attribute HighBeta14_1 numeric
@attribute Gamma14_1 numeric
@attribute Theta15_1 numeric
@attribute Alpha15_1 numeric
@attribute LowBeta15_1 numeric
@attribute HighBeta15_1 numeric
@attribute Gamma15_1 numeric
@attribute Theta16_1 numeric
@attribute Alpha16_1 numeric
@attribute LowBeta16_1 numeric
@attribute HighBeta16_1 numeric
@attribute Gamma16_1 numeric
@attribute Theta17_1 numeric
@attribute Alpha17_1 numeric
@attribute LowBeta17_1 numeric
@attribute HighBeta17_1 numeric
@attribute Gamma17_1 numeric
@attribute Theta18_1 numeric
@attribute Alpha18_1 numeric
@attribute LowBeta18_1 numeric
@attribute HighBeta18_1 numeric
@attribute Gamma18_1 numeric
@attribute Theta19_1 numeric
@attribute Alpha19_1 numeric
@attribute LowBeta19_1 numeric
@attribute HighBeta19_1 numeric
@attribute Gamma19_1 numeric
@attribute Theta20_1 numeric
@attribute Alpha20_1 numeric
@attribute LowBeta20_1 numeric
@attribute HighBeta20_1 numeric
@attribute Gamma20_1 numeric
@attribute Theta21_1 numeric
@attribute Alpha21_1 numeric
@attribute LowBeta21_1 numeric
@attribute HighBeta21_1 numeric
@attribute Gamma21_1 numeric
@attribute Theta22_1 numeric
@attribute Alpha22_1 numeric
@attribute LowBeta22_1 numeric
@attribute HighBeta22_1 numeric
@attribute Gamma22_1 numeric
@attribute Theta23_1 numeric
@attribute Alpha23_1 numeric
@attribute LowBeta23_1 numeric
@attribute HighBeta23_1 numeric
@attribute Gamma23_1 numeric
@attribute Theta24_1 numeric
@attribute Alpha24_1 numeric
@attribute LowBeta24_1 numeric
@attribute HighBeta24_1 numeric
@attribute Gamma24_1 numeric
@attribute Theta25_1 numeric
@attribute Alpha25_1 numeric
@attribute LowBeta25_1 numeric
@attribute HighBeta25_1 numeric
@attribute Gamma25_1 numeric
@attribute Theta26_1 numeric
@attribute Alpha26_1 numeric
@attribute LowBeta26_1 numeric
@attribute HighBeta26_1 numeric
@attribute Gamma26_1 numeric
@attribute Theta27_1 numeric
@attribute Alpha27_1 numeric
@attribute LowBeta27_1 numeric
@attribute HighBeta27_1 numeric
@attribute Gamma27_1 numeric
@attribute Theta28_1 numeric
@attribute Alpha28_1 numeric
@attribute LowBeta28_1 numeric
@attribute HighBeta28_1 numeric
@attribute Gamma28_1 numeric
@attribute Theta29_1 numeric
@attribute Alpha29_1 numeric
@attribute LowBeta29_1 numeric
@attribute HighBeta29_1 numeric
@attribute Gamma29_1 numeric
@attribute Theta30_1 numeric
@attribute Alpha30_1 numeric
@attribute LowBeta30_1 numeric
@attribute HighBeta30_1 numeric
@attribute Gamma30_1 numeric
@attribute Theta31_1 numeric
@attribute Alpha31_1 numeric
@attribute LowBeta31_1 numeric
@attribute HighBeta31_1 numeric
@attribute Gamma31_1 numeric
@attribute Theta32_1 numeric
@attribute Alpha32_1 numeric
@attribute LowBeta32_1 numeric
@attribute HighBeta32_1 numeric
@attribute Gamma32_1 numeric
@attribute class {-1,1}

@data
1653.1,0,0,0,0,4266.9,0,0,0,0,2697.2,0,0,0,0,2132.9,0,0,0,0,2249.1,0,0,0,0,6845.8,0,0,0,0,1781.6,0,0,0,0,2256.7,0,0,0,0,1569.3,0,0,0,0,3727.6,0,0,0,0,1650.5,0,0,0,0,1042.9,0,0,0,0,1501,0,0,0,0,1199.9,0,0,0,0,2718.7,0,0,0,0,2082.9,0,0,0,0,3932.2,0,0,0,0,2542.4,0,0,0,0,1478.6,0,0,0,0,2836.5,0,0,0,0,824.73,0,0,0,0,756.72,0,0,0,0,3799.3,0,0,0,0,2148.6,0,0,0,0,1283.2,0,0,0,0,3689,0,0,0,0,1265.9,0,0,0,0,1376.7,0,0,0,0,1423.7,0,0,0,0,1349.7,0,0,0,0,1887.3,0,0,0,0,2753.8,0,0,0,0,-1
1601.4,0,0,0,0,4817.3,0,0,0,0,3109.8,0,0,0,0,2325.7,0,0,0,0,2794.8,0,0,0,0,6390.6,0,0,0,0,2225.1,0,0,0,0,2613.3,0,0,0,0,1680.2,0,0,0,0,3993.4,0,0,0,0,2040.3,0,0,0,0,1193.4,0,0,0,0,1614.8,0,0,0,0,1257.7,0,0,0,0,2825.2,0,0,0,0,2053,0,0,0,0,4897.4,0,0,0,0,3135.4,0,0,0,0,1693.4,0,0,0,0,2899.2,0,0,0,0,966.4,0,0,0,0,843.67,0,0,0,0,4784.5,0,0,0,0,1964.6,0,0,0,0,1288.1,0,0,0,0,3522.1,0,0,0,0,1585.2,0,0,0,0,1383.9,0,0,0,0,1657.1,0,0,0,0,1500.5,0,0,0,0,1976.4,0,0,0,0,2665.1,0,0,0,0,-1
1876.8,0,0,0,0,5182.1,0,0,0,0,3457.9,0,0,0,0,2387.8,0,0,0,0,3326,0,0,0,0,7523.1,0,0,0,0,2515.6,0,0,0,0,3310.1,0,0,0,0,2110.9,0,0,0,0,5089.4,0,0,0,0,2366.8,0,0,0,0,1224.8,0,0,0,0,1690.1,0,0,0,0,1403.7,0,0,0,0,3005.1,0,0,0,0,2526.6,0,0,0,0,5864.1,0,0,0,0,3559.8,0,0,0,0,2044.4,0,0,0,0,3147.7,0,0,0,0,1047,0,0,0,0,833.91,0,0,0,0,5525.3,0,0,0,0,2401.8,0,0,0,0,1345.7,0,0,0,0,4029.3,0,0,0,0,1828.7,0,0,0,0,1680,0,0,0,0,1725.1,0,0,0,0,1726.1,0,0,0,0,2433.5,0,0,0,0,3331.9,0,0,0,0,-1
1851.5,0,0,0,0,4464.6,0,0,0,0,2963.3,0,0,0,0,2185.1,0,0,0,0,2775.4,0,0,0,0,7057.7,0,0,0,0,2116.4,0,0,0,0,2826.1,0,0,0,0,1856,0,0,0,0,4496.8,0,0,0,0,2009.7,0,0,0,0,1138.4,0,0,0,0,1654.1,0,0,0,0,1373.1,0,0,0,0,2764.6,0,0,0,0,2407.8,0,0,0,0,4904.4,0,0,0,0,2976.7,0,0,0,0,1829.8,0,0,0,0,2857.8,0,0,0,0,920.79,0,0,0,0,810.7,0,0,0,0,4698.2,0,0,0,0,2241.7,0,0,0,0,1263.8,0,0,0,0,3784.8,0,0,0,0,1582.6,0,0,0,0,1543.1,0,0,0,0,1553.4,0,0,0,0,1653,0,0,0,0,2248.7,0,0,0,0,3097.6,0,0,0,0,-1
1492.6,0,0,0,0,3481.3,0,0,0,0,2169.2,0,0,0,0,1855.9,0,0,0,0,1555.2,0,0,0,0,6354.6,0,0,0,0,1226.2,0,0,0,0,1716.7,0,0,0,0,1352.7,0,0,0,0,3057.8,0,0,0,0,1358.9,0,0,0,0,1178,0,0,0,0,1624.5,0,0,0,0,1318.9,0,0,0,0,2496.7,0,0,0,0,1875,0,0,0,0,2717.3,0,0,0,0,1843.1,0,0,0,0,1354.5,0,0,0,0,2626.3,0,0,0,0,728.4,0,0,0,0,749.81,0,0,0,0,2567.9,0,0,0,0,2029.9,0,0,0,0,1239.4,0,0,0,0,3417.9,0,0,0,0,1070.6,0,0,0,0,1290.8,0,0,0,0,1307.8,0,0,0,0,1271.3,0,0,0,0,1771.5,0,0,0,0,2521.4,0,0,0,0,-1
2056.8,0,0,0,0,6035.9,0,0,0,0,3888,0,0,0,0,2857.3,0,0,0,0,3459,0,0,0,0,8575.3,0,0,0,0,2705.4,0,0,0,0,3355.6,0,0,0,0,2131.8,0,0,0,0,5225.3,0,0,0,0,2482.8,0,0,0,0,1393.6,0,0,0,0,2004.7,0,0,0,0,1518.8,0,0,0,0,3549.5,0,0,0,0,2695.3,0,0,0,0,6071.3,0,0,0,0,3805.8,0,0,0,0,2115.3,0,0,0,0,3632.1,0,0,0,0,1148.7,0,0,0,0,977.83,0,0,0,0,5849,0,0,0,0,2641.8,0,0,0,0,1574.6,0,0,0,0,4640.4,0,0,0,0,1944.7,0,0,0,0,1769.4,0,0,0,0,1960.8,0,0,0,0,1718.2,0,0,0,0,2455.7,0,0,0,0,3529.8,0,0,0,0,-1
1343,0,0,0,0,3657.2,0,0,0,0,2426.2,0,0,0,0,1767.9,0,0,0,0,2031.6,0,0,0,0,4933,0,0,0,0,1589.3,0,0,0,0,2032.5,0,0,0,0,1334.8,0,0,0,0,2970.8,0,0,0,0,1470.3,0,0,0,0,960.63,0,0,0,0,1284,0,0,0,0,1006.5,0,0,0,0,2137.2,0,0,0,0,1568.2,0,0,0,0,3487.5,0,0,0,0,2227.3,0,0,0,0,1307.4,0,0,0,0,2170.2,0,0,0,0,689.33,0,0,0,0,594,0,0,0,0,3424.3,0,0,0,0,1576.2,0,0,0,0,1055.6,0,0,0,0,2625.9,0,0,0,0,1240.7,0,0,0,0,1140.8,0,0,0,0,1267.4,0,0,0,0,1139.8,0,0,0,0,1511.1,0,0,0,0,2016.6,0,0,0,0,1
2332.5,0,0,0,0,6665.5,0,0,0,0,4219.1,0,0,0,0,3255.2,0,0,0,0,3479.6,0,0,0,0,10707,0,0,0,0,2730.1,0,0,0,0,3483,0,0,0,0,2331,0,0,0,0,5718,0,0,0,0,2507.6,0,0,0,0,1518.5,0,0,0,0,2412.6,0,0,0,0,1878.5,0,0,0,0,4275.5,0,0,0,0,3114.7,0,0,0,0,6061.9,0,0,0,0,3951.6,0,0,0,0,2271.1,0,0,0,0,4538.6,0,0,0,0,1048.1,0,0,0,0,1144.9,0,0,0,0,5833.8,0,0,0,0,3286.4,0,0,0,0,1924.4,0,0,0,0,5776.3,0,0,0,0,1974.8,0,0,0,0,2133.6,0,0,0,0,2101.3,0,0,0,0,1959.7,0,0,0,0,2886.3,0,0,0,0,4254.4,0,0,0,0,-1
1547.8,0,0,0,0,4724.5,0,0,0,0,3002.2,0,0,0,0,2315.4,0,0,0,0,2303.7,0,0,0,0,6658.2,0,0,0,0,1936.6,0,0,0,0,2104.5,0,0,0,0,1423.4,0,0,0,0,3292.1,0,0,0,0,1695.7,0,0,0,0,1154.2,0,0,0,0,1695.7,0,0,0,0,1292.1,0,0,0,0,2939.1,0,0,0,0,1858.5,0,0,0,0,3951.6,0,0,0,0,2792.8,0,0,0,0,1433.9,0,0,0,0,3037.9,0,0,0,0,842.05,0,0,0,0,826.29,0,0,0,0,3940,0,0,0,0,2030.1,0,0,0,0,1317.2,0,0,0,0,3654,0,0,0,0,1315.3,0,0,0,0,1268.1,0,0,0,0,1570.8,0,0,0,0,1216.5,0,0,0,0,1793.6,0,0,0,0,2531.9,0,0,0,0,-1
1455.3,0,0,0,0,3753.1,0,0,0,0,2447.8,0,0,0,0,1875.7,0,0,0,0,2075.2,0,0,0,0,5543.9,0,0,0,0,1636.5,0,0,0,0,1997.9,0,0,0,0,1364.7,0,0,0,0,3239.1,0,0,0,0,1591.7,0,0,0,0,1064.4,0,0,0,0,1416.8,0,0,0,0,1118.5,0,0,0,0,2313.4,0,0,0,0,1855.9,0,0,0,0,3569,0,0,0,0,2362.1,0,0,0,0,1453.3,0,0,0,0,2424.8,0,0,0,0,827.59,0,0,0,0,715.51,0,0,0,0,3407.1,0,0,0,0,1785.9,0,0,0,0,1123,0,0,0,0,3003.1,0,0,0,0,1209.8,0,0,0,0,1210.1,0,0,0,0,1427.3,0,0,0,0,1395.3,0,0,0,0,1709.6,0,0,0,0,2293.2,0,0,0,0,-1
1567.6,0,0,0,0,3956.9,0,0,0,0,2590.3,0,0,0,0,1948,0,0,0,0,2295.6,0,0,0,0,6254.7,0,0,0,0,1796.2,0,0,0,0,2306.9,0,0,0,0,1578.7,0,0,0,0,3692.9,0,0,0,0,1676.8,0,0,0,0,1118.8,0,0,0,0,1469.3,0,0,0,0,1198.2,0,0,0,0,2478,0,0,0,0,2039.5,0,0,0,0,3995.7,0,0,0,0,2515,0,0,0,0,1652.4,0,0,0,0,2566.2,0,0,0,0,820.3,0,0,0,0,698.31,0,0,0,0,3790.4,0,0,0,0,1963.7,0,0,0,0,1192.2,0,0,0,0,3344.4,0,0,0,0,1399.3,0,0,0,0,1313.7,0,0,0,0,1454.6,0,0,0,0,1358.8,0,0,0,0,1901.5,0,0,0,0,2632.1,0,0,0,0,-1
1660.8,0,0,0,0,4381.4,0,0,0,0,2772.3,0,0,0,0,2160.2,0,0,0,0,2361.5,0,0,0,0,6856.3,0,0,0,0,1868.2,0,0,0,0,2367.8,0,0,0,0,1597.6,0,0,0,0,3706.1,0,0,0,0,1799.8,0,0,0,0,1190.7,0,0,0,0,1719.1,0,0,0,0,1313.4,0,0,0,0,2788.7,0,0,0,0,2067.7,0,0,0,0,4066.4,0,0,0,0,2651.9,0,0,0,0,1569,0,0,0,0,2918.5,0,0,0,0,860.7,0,0,0,0,832.39,0,0,0,0,3866.8,0,0,0,0,2171.4,0,0,0,0,1338,0,0,0,0,3695,0,0,0,0,1362.3,0,0,0,0,1425.5,0,0,0,0,1505.4,0,0,0,0,1326.6,0,0,0,0,1939,0,0,0,0,2755.3,0,0,0,0,1
1255.9,0,0,0,0,3719.2,0,0,0,0,2435.8,0,0,0,0,1843.7,0,0,0,0,1890.8,0,0,0,0,5189,0,0,0,0,1547.1,0,0,0,0,1915.5,0,0,0,0,1280.2,0,0,0,0,2818.8,0,0,0,0,1464.5,0,0,0,0,1121.5,0,0,0,0,1473.9,0,0,0,0,1117.6,0,0,0,0,2297,0,0,0,0,1614.2,0,0,0,0,3379.7,0,0,0,0,2298.9,0,0,0,0,1402.3,0,0,0,0,2305.9,0,0,0,0,749.24,0,0,0,0,675.42,0,0,0,0,3156.2,0,0,0,0,1665.3,0,0,0,0,1117.3,0,0,0,0,2792.7,0,0,0,0,1270.8,0,0,0,0,1142.6,0,0,0,0,1401,0,0,0,0,1243.1,0,0,0,0,1451.4,0,0,0,0,2004.2,0,0,0,0,-1
1454.6,0,0,0,0,4332.6,0,0,0,0,2853.3,0,0,0,0,2067.1,0,0,0,0,2513,0,0,0,0,5470.6,0,0,0,0,2000.5,0,0,0,0,2336.3,0,0,0,0,1488.8,0,0,0,0,3632.3,0,0,0,0,1866.1,0,0,0,0,1122.9,0,0,0,0,1427.1,0,0,0,0,1068.9,0,0,0,0,2382.7,0,0,0,0,1901.5,0,0,0,0,4515.6,0,0,0,0,2871.8,0,0,0,0,1558.5,0,0,0,0,2403.8,0,0,0,0,882.46,0,0,0,0,731.05,0,0,0,0,4306.6,0,0,0,0,1719.2,0,0,0,0,1092.5,0,0,0,0,2943.5,0,0,0,0,1456.9,0,0,0,0,1188.4,0,0,0,0,1569.8,0,0,0,0,1352,0,0,0,0,1690.5,0,0,0,0,2261.3,0,0,0,0,-1
1456.6,0,0,0,0,3735.8,0,0,0,0,2370.4,0,0,0,0,1917.5,0,0,0,0,1924,0,0,0,0,6474.2,0,0,0,0,1499.9,0,0,0,0,2041.8,0,0,0,0,1416.8,0,0,0,0,3441,0,0,0,0,1415.8,0,0,0,0,960.41,0,0,0,0,1423.1,0,0,0,0,1214.1,0,0,0,0,2520.7,0,0,0,0,1871.5,0,0,0,0,3446.2,0,0,0,0,2148,0,0,0,0,1432.4,0,0,0,0,2642.8,0,0,0,0,732.92,0,0,0,0,705.39,0,0,0,0,3307.9,0,0,0,0,2036.2,0,0,0,0,1239.5,0,0,0,0,3507.9,0,0,0,0,1213.6,0,0,0,0,1343.4,0,0,0,0,1264.2,0,0,0,0,1204.4,0,0,0,0,1844.2,0,0,0,0,2651.7,0,0,0,0,-1
1243.5,0,0,0,0,3700.8,0,0,0,0,2417.3,0,0,0,0,1847.1,0,0,0,0,1860.1,0,0,0,0,5084.6,0,0,0,0,1504.2,0,0,0,0,1706.9,0,0,0,0,1169.2,0,0,0,0,2670.4,0,0,0,0,1426.9,0,0,0,0,997.15,0,0,0,0,1284.4,0,0,0,0,988.17,0,0,0,0,2222.6,0,0,0,0,1516.1,0,0,0,0,3188.7,0,0,0,0,2193,0,0,0,0,1283.7,0,0,0,0,2303.1,0,0,0,0,727.11,0,0,0,0,645.24,0,0,0,0,3169.9,0,0,0,0,1549.3,0,0,0,0,1070.5,0,0,0,0,2773.7,0,0,0,0,1146.4,0,0,0,0,1044,0,0,0,0,1285.6,0,0,0,0,1056,0,0,0,0,1403,0,0,0,0,1948.2,0,0,0,0,-1
1510.6,0,0,0,0,4510.5,0,0,0,0,2920.7,0,0,0,0,2207.4,0,0,0,0,2240.5,0,0,0,0,6342.8,0,0,0,0,1867.4,0,0,0,0,2081,0,0,0,0,1360.9,0,0,0,0,3208.2,0,0,0,0,1660,0,0,0,0,1061.6,0,0,0,0,1626.9,0,0,0,0,1238.8,0,0,0,0,2802.7,0,0,0,0,1797,0,0,0,0,3823.9,0,0,0,0,2701.3,0,0,0,0,1405.8,0,0,0,0,2943.5,0,0,0,0,812.29,0,0,0,0,841.86,0,0,0,0,3763.2,0,0,0,0,1962.3,0,0,0,0,1251.5,0,0,0,0,3546.8,0,0,0,0,1318.5,0,0,0,0,1261,0,0,0,0,1524.7,0,0,0,0,1314.4,0,0,0,0,1733.8,0,0,0,0,2443.7,0,0,0,0,-1
1528.8,0,0,0,0,4062.4,0,0,0,0,2614.7,0,0,0,0,2011.5,0,0,0,0,2265.4,0,0,0,0,6106.4,0,0,0,0,1776.4,0,0,0,0,2282.5,0,0,0,0,1570.2,0,0,0,0,3606.6,0,0,0,0,1659.8,0,0,0,0,1131.7,0,0,0,0,1409.2,0,0,0,0,1088.7,0,0,0,0,2472,0,0,0,0,1924.2,0,0,0,0,3954.3,0,0,0,0,2529.7,0,0,0,0,1552.2,0,0,0,0,2577.2,0,0,0,0,803.9,0,0,0,0,706.81,0,0,0,0,3830.5,0,0,0,0,1927.9,0,0,0,0,1184.1,0,0,0,0,3299.9,0,0,0,0,1359.8,0,0,0,0,1386.6,0,0,0,0,1388.9,0,0,0,0,1326.3,0,0,0,0,1835.3,0,0,0,0,2526.4,0,0,0,0,1
1540,0,0,0,0,3851.7,0,0,0,0,2557,0,0,0,0,1823.7,0,0,0,0,2488.5,0,0,0,0,6285,0,0,0,0,1885.3,0,0,0,0,2630.7,0,0,0,0,1701.1,0,0,0,0,4121.3,0,0,0,0,1870.1,0,0,0,0,975.75,0,0,0,0,1414.8,0,0,0,0,1146.7,0,0,0,0,2410.4,0,0,0,0,2126.8,0,0,0,0,4456,0,0,0,0,2625,0,0,0,0,1678.6,0,0,0,0,2523.1,0,0,0,0,872.43,0,0,0,0,686,0,0,0,0,4147.4,0,0,0,0,2031.7,0,0,0,0,1155.5,0,0,0,0,3346.2,0,0,0,0,1371,0,0,0,0,1418.3,0,0,0,0,1303.9,0,0,0,0,1385.8,0,0,0,0,2048.2,0,0,0,0,2780.4,0,0,0,0,1
2119.6,0,0,0,0,1170.7,0,0,0,0,1529.8,0,0,0,0,1531.2,0,0,0,0,1116.1,0,0,0,0,1098.5,0,0,0,0,1805.8,0,0,0,0,1461.7,0,0,0,0,1302.2,0,0,0,0,1840.8,0,0,0,0,2265,0,0,0,0,1438.6,0,0,0,0,2521.2,0,0,0,0,1951.5,0,0,0,0,1533.6,0,0,0,0,1730.3,0,0,0,0,2946,0,0,0,0,1977.7,0,0,0,0,2805,0,0,0,0,1325.2,0,0,0,0,2922.1,0,0,0,0,1278.9,0,0,0,0,1357.9,0,0,0,0,1974.4,0,0,0,0,1484.9,0,0,0,0,1750.8,0,0,0,0,2850.5,0,0,0,0,2322.3,0,0,0,0,1958.7,0,0,0,0,1509.8,0,0,0,0,1919.7,0,0,0,0,1175.8,0,0,0,0,1
2853.4,0,0,0,0,1122,0,0,0,0,1817.2,0,0,0,0,1753.4,0,0,0,0,1219,0,0,0,0,1187.3,0,0,0,0,2728.2,0,0,0,0,2118.8,0,0,0,0,2075.1,0,0,0,0,1575.5,0,0,0,0,2369.9,0,0,0,0,1531.2,0,0,0,0,2617.4,0,0,0,0,1749.3,0,0,0,0,2058.4,0,0,0,0,2303.6,0,0,0,0,4019,0,0,0,0,2291.1,0,0,0,0,3610.2,0,0,0,0,1697.7,0,0,0,0,4127.2,0,0,0,0,1485,0,0,0,0,1251.9,0,0,0,0,2689.8,0,0,0,0,2064,0,0,0,0,1928.3,0,0,0,0,3437.1,0,0,0,0,2094.1,0,0,0,0,2880.6,0,0,0,0,1866.7,0,0,0,0,2783.7,0,0,0,0,1401,0,0,0,0,1
2384.5,0,0,0,0,1015.5,0,0,0,0,1499.3,0,0,0,0,1404.6,0,0,0,0,989.49,0,0,0,0,1247.9,0,0,0,0,2380.2,0,0,0,0,1889.6,0,0,0,0,1913.4,0,0,0,0,1629.7,0,0,0,0,2220.8,0,0,0,0,1253.9,0,0,0,0,2247.4,0,0,0,0,1648.3,0,0,0,0,1747.9,0,0,0,0,1934.9,0,0,0,0,3586.1,0,0,0,0,2013.3,0,0,0,0,3096.7,0,0,0,0,1226.8,0,0,0,0,3640.7,0,0,0,0,1109.3,0,0,0,0,1279,0,0,0,0,2396.1,0,0,0,0,1741,0,0,0,0,1666.7,0,0,0,0,3731,0,0,0,0,2309.2,0,0,0,0,2642.1,0,0,0,0,1560.7,0,0,0,0,2291.4,0,0,0,0,1351.6,0,0,0,0,1
2211.6,0,0,0,0,943.49,0,0,0,0,1416.1,0,0,0,0,1309.5,0,0,0,0,754.46,0,0,0,0,1080.7,0,0,0,0,2044.3,0,0,0,0,1588.5,0,0,0,0,1565.5,0,0,0,0,1654,0,0,0,0,2075.8,0,0,0,0,1216.9,0,0,0,0,2314.3,0,0,0,0,1710.9,0,0,0,0,1573.7,0,0,0,0,1800.5,0,0,0,0,3149.1,0,0,0,0,1807.1,0,0,0,0,2975.7,0,0,0,0,1053,0,0,0,0,3037.6,0,0,0,0,971.42,0,0,0,0,1273.8,0,0,0,0,2085.4,0,0,0,0,1508.9,0,0,0,0,1328.5,0,0,0,0,3095.6,0,0,0,0,2098.3,0,0,0,0,2189.4,0,0,0,0,1502.3,0,0,0,0,2138.4,0,0,0,0,1120.6,0,0,0,0,1
2284.3,0,0,0,0,1374.2,0,0,0,0,1555.4,0,0,0,0,1564.5,0,0,0,0,997.97,0,0,0,0,1208.3,0,0,0,0,1719.4,0,0,0,0,1506.2,0,0,0,0,1407.1,0,0,0,0,2126.2,0,0,0,0,2375.3,0,0,0,0,1400.1,0,0,0,0,2511.6,0,0,0,0,1951.9,0,0,0,0,1581.8,0,0,0,0,1880.8,0,0,0,0,3045.6,0,0,0,0,1997.6,0,0,0,0,2772.7,0,0,0,0,1205.9,0,0,0,0,2938.6,0,0,0,0,1198.4,0,0,0,0,1408.5,0,0,0,0,2243,0,0,0,0,1517.5,0,0,0,0,1635.2,0,0,0,0,2908.3,0,0,0,0,2407.8,0,0,0,0,1857.8,0,0,0,0,1595.6,0,0,0,0,1958.6,0,0,0,0,1084.5,0,0,0,0,1
2312,0,0,0,0,1166.8,0,0,0,0,1665.1,0,0,0,0,1285.2,0,0,0,0,914.52,0,0,0,0,1192.8,0,0,0,0,2223.3,0,0,0,0,1849,0,0,0,0,1750.3,0,0,0,0,1895.7,0,0,0,0,2451,0,0,0,0,1404.1,0,0,0,0,2692.9,0,0,0,0,1898.8,0,0,0,0,1615.1,0,0,0,0,1880.8,0,0,0,0,3570.5,0,0,0,0,2151,0,0,0,0,3431.5,0,0,0,0,1173,0,0,0,0,3359.5,0,0,0,0,1143.6,0,0,0,0,1444.6,0,0,0,0,2366.7,0,0,0,0,1766.2,0,0,0,0,1600.9,0,0,0,0,3142.3,0,0,0,0,2312.8,0,0,0,0,2524.9,0,0,0,0,1733.8,0,0,0,0,2200.3,0,0,0,0,1268.5,0,0,0,0,-1
2637,0,0,0,0,1125.3,0,0,0,0,1743.4,0,0,0,0,1654.9,0,0,0,0,1269.9,0,0,0,0,1256.1,0,0,0,0,2584.4,0,0,0,0,1943.4,0,0,0,0,1983.3,0,0,0,0,1456.5,0,0,0,0,2177.4,0,0,0,0,1475.2,0,0,0,0,2459,0,0,0,0,1664.6,0,0,0,0,1872.2,0,0,0,0,2090.9,0,0,0,0,3795.3,0,0,0,0,2253.4,0,0,0,0,3341,0,0,0,0,1556.7,0,0,0,0,3795.2,0,0,0,0,1330.6,0,0,0,0,1221.8,0,0,0,0,2578,0,0,0,0,1880.9,0,0,0,0,1844.3,0,0,0,0,3326.9,0,0,0,0,1990.7,0,0,0,0,2744.7,0,0,0,0,1701.2,0,0,0,0,2509,0,0,0,0,1439.8,0,0,0,0,-1
2887.5,0,0,0,0,1546,0,0,0,0,2083.4,0,0,0,0,1755.3,0,0,0,0,1118,0,0,0,0,2022.6,0,0,0,0,2776.3,0,0,0,0,2465.9,0,0,0,0,2136,0,0,0,0,3741.2,0,0,0,0,4101.8,0,0,0,0,1769,0,0,0,0,4806.3,0,0,0,0,3639.5,0,0,0,0,2060,0,0,0,0,2242.1,0,0,0,0,4781.4,0,0,0,0,2920.1,0,0,0,0,5263.1,0,0,0,0,1504.3,0,0,0,0,4257.1,0,0,0,0,1696,0,0,0,0,2933.5,0,0,0,0,3059.7,0,0,0,0,2005.9,0,0,0,0,2037.8,0,0,0,0,6174.8,0,0,0,0,4709.6,0,0,0,0,3041.1,0,0,0,0,2380.1,0,0,0,0,2596.5,0,0,0,0,1411.4,0,0,0,0,-1
