@relation valence 

@attribute Theta1_1 numeric
@attribute Alpha1_1 numeric
@attribute LowBeta1_1 numeric
@attribute HighBeta1_1 numeric
@attribute Gamma1_1 numeric
@attribute Theta2_1 numeric
@attribute Alpha2_1 numeric
@attribute LowBeta2_1 numeric
@attribute HighBeta2_1 numeric
@attribute Gamma2_1 numeric
@attribute Theta3_1 numeric
@attribute Alpha3_1 numeric
@attribute LowBeta3_1 numeric
@attribute HighBeta3_1 numeric
@attribute Gamma3_1 numeric
@attribute Theta4_1 numeric
@attribute Alpha4_1 numeric
@attribute LowBeta4_1 numeric
@attribute HighBeta4_1 numeric
@attribute Gamma4_1 numeric
@attribute Theta5_1 numeric
@attribute Alpha5_1 numeric
@attribute LowBeta5_1 numeric
@attribute HighBeta5_1 numeric
@attribute Gamma5_1 numeric
@attribute Theta6_1 numeric
@attribute Alpha6_1 numeric
@attribute LowBeta6_1 numeric
@attribute HighBeta6_1 numeric
@attribute Gamma6_1 numeric
@attribute Theta7_1 numeric
@attribute Alpha7_1 numeric
@attribute LowBeta7_1 numeric
@attribute HighBeta7_1 numeric
@attribute Gamma7_1 numeric
@attribute Theta8_1 numeric
@attribute Alpha8_1 numeric
@attribute LowBeta8_1 numeric
@attribute HighBeta8_1 numeric
@attribute Gamma8_1 numeric
@attribute Theta9_1 numeric
@attribute Alpha9_1 numeric
@attribute LowBeta9_1 numeric
@attribute HighBeta9_1 numeric
@attribute Gamma9_1 numeric
@attribute Theta10_1 numeric
@attribute Alpha10_1 numeric
@attribute LowBeta10_1 numeric
@attribute HighBeta10_1 numeric
@attribute Gamma10_1 numeric
@attribute Theta11_1 numeric
@attribute Alpha11_1 numeric
@attribute LowBeta11_1 numeric
@attribute HighBeta11_1 numeric
@attribute Gamma11_1 numeric
@attribute Theta12_1 numeric
@attribute Alpha12_1 numeric
@attribute LowBeta12_1 numeric
@attribute HighBeta12_1 numeric
@attribute Gamma12_1 numeric
@attribute Theta13_1 numeric
@attribute Alpha13_1 numeric
@attribute LowBeta13_1 numeric
@attribute HighBeta13_1 numeric
@attribute Gamma13_1 numeric
@attribute Theta14_1 numeric
@attribute Alpha14_1 numeric
@attribute LowBeta14_1 numeric
@attribute HighBeta14_1 numeric
@attribute Gamma14_1 numeric
@attribute Theta15_1 numeric
@attribute Alpha15_1 numeric
@attribute LowBeta15_1 numeric
@attribute HighBeta15_1 numeric
@attribute Gamma15_1 numeric
@attribute Theta16_1 numeric
@attribute Alpha16_1 numeric
@attribute LowBeta16_1 numeric
@attribute HighBeta16_1 numeric
@attribute Gamma16_1 numeric
@attribute Theta17_1 numeric
@attribute Alpha17_1 numeric
@attribute LowBeta17_1 numeric
@attribute HighBeta17_1 numeric
@attribute Gamma17_1 numeric
@attribute Theta18_1 numeric
@attribute Alpha18_1 numeric
@attribute LowBeta18_1 numeric
@attribute HighBeta18_1 numeric
@attribute Gamma18_1 numeric
@attribute Theta19_1 numeric
@attribute Alpha19_1 numeric
@attribute LowBeta19_1 numeric
@attribute HighBeta19_1 numeric
@attribute Gamma19_1 numeric
@attribute Theta20_1 numeric
@attribute Alpha20_1 numeric
@attribute LowBeta20_1 numeric
@attribute HighBeta20_1 numeric
@attribute Gamma20_1 numeric
@attribute Theta21_1 numeric
@attribute Alpha21_1 numeric
@attribute LowBeta21_1 numeric
@attribute HighBeta21_1 numeric
@attribute Gamma21_1 numeric
@attribute Theta22_1 numeric
@attribute Alpha22_1 numeric
@attribute LowBeta22_1 numeric
@attribute HighBeta22_1 numeric
@attribute Gamma22_1 numeric
@attribute Theta23_1 numeric
@attribute Alpha23_1 numeric
@attribute LowBeta23_1 numeric
@attribute HighBeta23_1 numeric
@attribute Gamma23_1 numeric
@attribute Theta24_1 numeric
@attribute Alpha24_1 numeric
@attribute LowBeta24_1 numeric
@attribute HighBeta24_1 numeric
@attribute Gamma24_1 numeric
@attribute Theta25_1 numeric
@attribute Alpha25_1 numeric
@attribute LowBeta25_1 numeric
@attribute HighBeta25_1 numeric
@attribute Gamma25_1 numeric
@attribute Theta26_1 numeric
@attribute Alpha26_1 numeric
@attribute LowBeta26_1 numeric
@attribute HighBeta26_1 numeric
@attribute Gamma26_1 numeric
@attribute Theta27_1 numeric
@attribute Alpha27_1 numeric
@attribute LowBeta27_1 numeric
@attribute HighBeta27_1 numeric
@attribute Gamma27_1 numeric
@attribute Theta28_1 numeric
@attribute Alpha28_1 numeric
@attribute LowBeta28_1 numeric
@attribute HighBeta28_1 numeric
@attribute Gamma28_1 numeric
@attribute Theta29_1 numeric
@attribute Alpha29_1 numeric
@attribute LowBeta29_1 numeric
@attribute HighBeta29_1 numeric
@attribute Gamma29_1 numeric
@attribute Theta30_1 numeric
@attribute Alpha30_1 numeric
@attribute LowBeta30_1 numeric
@attribute HighBeta30_1 numeric
@attribute Gamma30_1 numeric
@attribute Theta31_1 numeric
@attribute Alpha31_1 numeric
@attribute LowBeta31_1 numeric
@attribute HighBeta31_1 numeric
@attribute Gamma31_1 numeric
@attribute Theta32_1 numeric
@attribute Alpha32_1 numeric
@attribute LowBeta32_1 numeric
@attribute HighBeta32_1 numeric
@attribute Gamma32_1 numeric
@attribute class {-1,1}

@data
4302.8,0,0,0,0,2510.4,0,0,0,0,5905.2,0,0,0,0,4014.9,0,0,0,0,33358,0,0,0,0,9462.4,0,0,0,0,6212.3,0,0,0,0,5242.1,0,0,0,0,8581.6,0,0,0,0,11332,0,0,0,0,9786.4,0,0,0,0,11195,0,0,0,0,2162.6,0,0,0,0,2804,0,0,0,0,2771.6,0,0,0,0,12605,0,0,0,0,10478,0,0,0,0,3802.1,0,0,0,0,3745.9,0,0,0,0,19107,0,0,0,0,6078.8,0,0,0,0,4710.9,0,0,0,0,19972,0,0,0,0,6587.1,0,0,0,0,1376.7,0,0,0,0,5545.3,0,0,0,0,6197.8,0,0,0,0,1789.6,0,0,0,0,18112,0,0,0,0,6014.5,0,0,0,0,9678.4,0,0,0,0,3179.4,0,0,0,0,1
4069,0,0,0,0,2464,0,0,0,0,5534.6,0,0,0,0,3610.3,0,0,0,0,30735,0,0,0,0,8796.4,0,0,0,0,5793.2,0,0,0,0,5085,0,0,0,0,7862.6,0,0,0,0,10456,0,0,0,0,8963.4,0,0,0,0,10377,0,0,0,0,2007.2,0,0,0,0,2633.6,0,0,0,0,2570,0,0,0,0,11569,0,0,0,0,9661.5,0,0,0,0,3861.7,0,0,0,0,3451.8,0,0,0,0,17670,0,0,0,0,5615.4,0,0,0,0,4341.3,0,0,0,0,18418,0,0,0,0,6116,0,0,0,0,1276.9,0,0,0,0,5380.2,0,0,0,0,5729.1,0,0,0,0,1638.5,0,0,0,0,16693,0,0,0,0,5748.5,0,0,0,0,8962.9,0,0,0,0,2986.9,0,0,0,0,-1
3806.8,0,0,0,0,2515.8,0,0,0,0,4892.8,0,0,0,0,3217.2,0,0,0,0,27206,0,0,0,0,8024.7,0,0,0,0,5166.5,0,0,0,0,5428,0,0,0,0,7051.9,0,0,0,0,9539.6,0,0,0,0,8256.1,0,0,0,0,9355.7,0,0,0,0,1865.4,0,0,0,0,2424.4,0,0,0,0,2852.7,0,0,0,0,10636,0,0,0,0,8697.3,0,0,0,0,4109.5,0,0,0,0,3250.3,0,0,0,0,15605,0,0,0,0,4984.2,0,0,0,0,3959.6,0,0,0,0,16667,0,0,0,0,5713.1,0,0,0,0,1215.5,0,0,0,0,5665.6,0,0,0,0,5217.9,0,0,0,0,1603,0,0,0,0,14922,0,0,0,0,5658.1,0,0,0,0,7883.4,0,0,0,0,2657.1,0,0,0,0,1
4101.7,0,0,0,0,2643.7,0,0,0,0,5582.4,0,0,0,0,3685.6,0,0,0,0,30643,0,0,0,0,9024.9,0,0,0,0,5692.5,0,0,0,0,5876.3,0,0,0,0,7996.3,0,0,0,0,10708,0,0,0,0,9267.8,0,0,0,0,10504,0,0,0,0,1980.1,0,0,0,0,2567.3,0,0,0,0,2998.6,0,0,0,0,11939,0,0,0,0,9552.5,0,0,0,0,4320.3,0,0,0,0,3413.8,0,0,0,0,17691,0,0,0,0,5520.2,0,0,0,0,4457.9,0,0,0,0,18804,0,0,0,0,6372.1,0,0,0,0,1331,0,0,0,0,6074,0,0,0,0,5858.3,0,0,0,0,1736.3,0,0,0,0,16870,0,0,0,0,6141.9,0,0,0,0,8940.7,0,0,0,0,2964.1,0,0,0,0,1
4864,0,0,0,0,2795.7,0,0,0,0,6519.3,0,0,0,0,4306.5,0,0,0,0,36570,0,0,0,0,10360,0,0,0,0,6943.7,0,0,0,0,5831.3,0,0,0,0,9330.4,0,0,0,0,12385,0,0,0,0,10664,0,0,0,0,12229,0,0,0,0,2347,0,0,0,0,3049.7,0,0,0,0,3150.8,0,0,0,0,13773,0,0,0,0,11659,0,0,0,0,4332.4,0,0,0,0,4153.3,0,0,0,0,20930,0,0,0,0,6731.4,0,0,0,0,5196.2,0,0,0,0,21837,0,0,0,0,7242.6,0,0,0,0,1545,0,0,0,0,6460.1,0,0,0,0,6815.7,0,0,0,0,1969.6,0,0,0,0,19849,0,0,0,0,6794.1,0,0,0,0,10642,0,0,0,0,3479.8,0,0,0,0,1
5397,0,0,0,0,3259.1,0,0,0,0,7105,0,0,0,0,4578.4,0,0,0,0,40281,0,0,0,0,11263,0,0,0,0,7727.6,0,0,0,0,6770.7,0,0,0,0,10214,0,0,0,0,13545,0,0,0,0,11670,0,0,0,0,13372,0,0,0,0,2460.1,0,0,0,0,3338.5,0,0,0,0,3436.5,0,0,0,0,15073,0,0,0,0,12857,0,0,0,0,5127.5,0,0,0,0,4668.4,0,0,0,0,23053,0,0,0,0,7377.1,0,0,0,0,5672.4,0,0,0,0,23853,0,0,0,0,7835.5,0,0,0,0,1611.2,0,0,0,0,7024.5,0,0,0,0,7376,0,0,0,0,2074.3,0,0,0,0,21674,0,0,0,0,7222.4,0,0,0,0,11583,0,0,0,0,3709.3,0,0,0,0,1
4255.3,0,0,0,0,2646.2,0,0,0,0,5571,0,0,0,0,3684,0,0,0,0,30833,0,0,0,0,8849.7,0,0,0,0,5898.8,0,0,0,0,5496.4,0,0,0,0,7869.2,0,0,0,0,10564,0,0,0,0,9084,0,0,0,0,10391,0,0,0,0,2084.3,0,0,0,0,2744.3,0,0,0,0,2816.3,0,0,0,0,11705,0,0,0,0,9953.9,0,0,0,0,4193.6,0,0,0,0,3581.1,0,0,0,0,17695,0,0,0,0,5732.8,0,0,0,0,4384,0,0,0,0,18556,0,0,0,0,6230.1,0,0,0,0,1347.8,0,0,0,0,5747.6,0,0,0,0,5786.4,0,0,0,0,1713.2,0,0,0,0,16749,0,0,0,0,5981.5,0,0,0,0,8998.8,0,0,0,0,3037.7,0,0,0,0,1
4820,0,0,0,0,3018.2,0,0,0,0,6891.3,0,0,0,0,4490.1,0,0,0,0,36734,0,0,0,0,11193,0,0,0,0,6600.9,0,0,0,0,6670.6,0,0,0,0,9664.8,0,0,0,0,13153,0,0,0,0,11387,0,0,0,0,12918,0,0,0,0,2295.8,0,0,0,0,2987.3,0,0,0,0,3764.2,0,0,0,0,14642,0,0,0,0,11147,0,0,0,0,5124.1,0,0,0,0,3932.5,0,0,0,0,21281,0,0,0,0,6449.8,0,0,0,0,5388.5,0,0,0,0,23015,0,0,0,0,7965.7,0,0,0,0,1630.6,0,0,0,0,7800.8,0,0,0,0,7245.9,0,0,0,0,2128.2,0,0,0,0,20504,0,0,0,0,7888.4,0,0,0,0,10792,0,0,0,0,3564.3,0,0,0,0,1
4335.7,0,0,0,0,2652.6,0,0,0,0,6590.5,0,0,0,0,4750.3,0,0,0,0,35658,0,0,0,0,10734,0,0,0,0,6395.2,0,0,0,0,5772.3,0,0,0,0,9414.3,0,0,0,0,12655,0,0,0,0,10919,0,0,0,0,12477,0,0,0,0,2338.6,0,0,0,0,2846.1,0,0,0,0,3501.2,0,0,0,0,14110,0,0,0,0,10744,0,0,0,0,4353.3,0,0,0,0,3803.2,0,0,0,0,20520,0,0,0,0,6398,0,0,0,0,5164.6,0,0,0,0,22201,0,0,0,0,7632.4,0,0,0,0,1577.3,0,0,0,0,7125.3,0,0,0,0,6973,0,0,0,0,2117.1,0,0,0,0,19774,0,0,0,0,7425,0,0,0,0,10420,0,0,0,0,3453.8,0,0,0,0,-1
5004.4,0,0,0,0,2803.7,0,0,0,0,6742.6,0,0,0,0,4393,0,0,0,0,38499,0,0,0,0,10749,0,0,0,0,7325.1,0,0,0,0,5406.2,0,0,0,0,9697.3,0,0,0,0,12836,0,0,0,0,11015,0,0,0,0,12669,0,0,0,0,2526.9,0,0,0,0,3293.8,0,0,0,0,2859.1,0,0,0,0,14204,0,0,0,0,12339,0,0,0,0,4121.8,0,0,0,0,4320.2,0,0,0,0,22012,0,0,0,0,7164.9,0,0,0,0,5400.2,0,0,0,0,22681,0,0,0,0,7459.4,0,0,0,0,1610.1,0,0,0,0,5883.9,0,0,0,0,7038.1,0,0,0,0,1939.7,0,0,0,0,20715,0,0,0,0,6443.3,0,0,0,0,11215,0,0,0,0,3756.9,0,0,0,0,-1
3777.9,0,0,0,0,2204.3,0,0,0,0,4562.9,0,0,0,0,2972.2,0,0,0,0,26491,0,0,0,0,6998,0,0,0,0,5312.3,0,0,0,0,3814.5,0,0,0,0,6482.6,0,0,0,0,8481.6,0,0,0,0,7293.2,0,0,0,0,8382.2,0,0,0,0,1876.1,0,0,0,0,2454.7,0,0,0,0,1816.3,0,0,0,0,9373.9,0,0,0,0,8978.2,0,0,0,0,2905.5,0,0,0,0,3215.3,0,0,0,0,15010,0,0,0,0,5056.7,0,0,0,0,3683.9,0,0,0,0,14998,0,0,0,0,4729.3,0,0,0,0,1145.9,0,0,0,0,3347.7,0,0,0,0,4682.4,0,0,0,0,1245.6,0,0,0,0,13985,0,0,0,0,3912.8,0,0,0,0,7717.6,0,0,0,0,2642.5,0,0,0,0,-1
4463.5,0,0,0,0,2504.8,0,0,0,0,5925.9,0,0,0,0,3838.6,0,0,0,0,34568,0,0,0,0,9441.6,0,0,0,0,6598.3,0,0,0,0,4629,0,0,0,0,8583.9,0,0,0,0,11437,0,0,0,0,9837,0,0,0,0,11255,0,0,0,0,2215.8,0,0,0,0,2931.8,0,0,0,0,2525.2,0,0,0,0,12690,0,0,0,0,10997,0,0,0,0,3528.1,0,0,0,0,3970.1,0,0,0,0,19616,0,0,0,0,6308.4,0,0,0,0,4854.2,0,0,0,0,20112,0,0,0,0,6508.9,0,0,0,0,1460.3,0,0,0,0,4924.8,0,0,0,0,6193.8,0,0,0,0,1653.7,0,0,0,0,18400,0,0,0,0,5566.8,0,0,0,0,9930.9,0,0,0,0,3302.2,0,0,0,0,-1
5600.2,0,0,0,0,3019,0,0,0,0,6833.5,0,0,0,0,4449.2,0,0,0,0,40022,0,0,0,0,10692,0,0,0,0,7814.7,0,0,0,0,5371.6,0,0,0,0,9873.4,0,0,0,0,12959,0,0,0,0,11104,0,0,0,0,12830,0,0,0,0,2616.6,0,0,0,0,3533.5,0,0,0,0,2541.4,0,0,0,0,14298,0,0,0,0,13364,0,0,0,0,3932.3,0,0,0,0,4667.4,0,0,0,0,22749,0,0,0,0,7505.1,0,0,0,0,5533.7,0,0,0,0,22923,0,0,0,0,7292,0,0,0,0,1621.8,0,0,0,0,5179,0,0,0,0,7090.1,0,0,0,0,1876.4,0,0,0,0,21212,0,0,0,0,5944.5,0,0,0,0,11609,0,0,0,0,3893.9,0,0,0,0,1
3751.2,0,0,0,0,2092,0,0,0,0,4884.8,0,0,0,0,3200.8,0,0,0,0,27787,0,0,0,0,7710.1,0,0,0,0,5365.3,0,0,0,0,3969.4,0,0,0,0,7006.6,0,0,0,0,9231.9,0,0,0,0,7910.5,0,0,0,0,9194.4,0,0,0,0,1965.5,0,0,0,0,2477.6,0,0,0,0,2072.2,0,0,0,0,10242,0,0,0,0,9010.4,0,0,0,0,2923.9,0,0,0,0,3186.2,0,0,0,0,15885,0,0,0,0,5179.7,0,0,0,0,3893.2,0,0,0,0,16322,0,0,0,0,5327.6,0,0,0,0,1213.9,0,0,0,0,4107.4,0,0,0,0,5085.1,0,0,0,0,1404.5,0,0,0,0,14904,0,0,0,0,4576.7,0,0,0,0,8074.3,0,0,0,0,2710.1,0,0,0,0,-1
3834.1,0,0,0,0,2130.5,0,0,0,0,4736.5,0,0,0,0,3156,0,0,0,0,27437,0,0,0,0,7515.2,0,0,0,0,5321.1,0,0,0,0,3976.7,0,0,0,0,6874.7,0,0,0,0,9067.2,0,0,0,0,7775.5,0,0,0,0,8971.9,0,0,0,0,1834,0,0,0,0,2425.5,0,0,0,0,1981.7,0,0,0,0,10017,0,0,0,0,9091.8,0,0,0,0,2980.8,0,0,0,0,3201.3,0,0,0,0,15617,0,0,0,0,5139.1,0,0,0,0,3868.6,0,0,0,0,16004,0,0,0,0,5192.4,0,0,0,0,1173.6,0,0,0,0,4031.3,0,0,0,0,5000.1,0,0,0,0,1387.8,0,0,0,0,14703,0,0,0,0,4466.2,0,0,0,0,8014.7,0,0,0,0,2679.6,0,0,0,0,-1
4807.6,0,0,0,0,2769.8,0,0,0,0,5827.3,0,0,0,0,3764.9,0,0,0,0,34043,0,0,0,0,9073.6,0,0,0,0,6727.4,0,0,0,0,4972.9,0,0,0,0,8438,0,0,0,0,11000,0,0,0,0,9436.1,0,0,0,0,10916,0,0,0,0,2225.9,0,0,0,0,3033.6,0,0,0,0,2357.8,0,0,0,0,12172,0,0,0,0,11309,0,0,0,0,3760.9,0,0,0,0,4027,0,0,0,0,19386,0,0,0,0,6425.1,0,0,0,0,4677.4,0,0,0,0,19490,0,0,0,0,6185.5,0,0,0,0,1322.5,0,0,0,0,4696,0,0,0,0,5982.5,0,0,0,0,1605.6,0,0,0,0,17999,0,0,0,0,5298.4,0,0,0,0,9803.7,0,0,0,0,3264.6,0,0,0,0,-1
3831.4,0,0,0,0,2154.2,0,0,0,0,5239.3,0,0,0,0,3466.3,0,0,0,0,29743,0,0,0,0,8389.8,0,0,0,0,5623.6,0,0,0,0,4251,0,0,0,0,7545.3,0,0,0,0,10037,0,0,0,0,8669.4,0,0,0,0,9900.2,0,0,0,0,1935.4,0,0,0,0,2509.6,0,0,0,0,2397.6,0,0,0,0,11137,0,0,0,0,9439.5,0,0,0,0,3241.9,0,0,0,0,3310,0,0,0,0,17004,0,0,0,0,5476.5,0,0,0,0,4214.9,0,0,0,0,17706,0,0,0,0,5791.3,0,0,0,0,1316.9,0,0,0,0,4765.5,0,0,0,0,5517,0,0,0,0,1576.5,0,0,0,0,16105,0,0,0,0,5127.4,0,0,0,0,8648.5,0,0,0,0,2871,0,0,0,0,-1
4101.7,0,0,0,0,2368.8,0,0,0,0,5395,0,0,0,0,3541.5,0,0,0,0,30469,0,0,0,0,8639.5,0,0,0,0,5850.3,0,0,0,0,4630.3,0,0,0,0,7703.1,0,0,0,0,10253,0,0,0,0,8761.7,0,0,0,0,10145,0,0,0,0,2088.6,0,0,0,0,2699.6,0,0,0,0,2390.1,0,0,0,0,11323,0,0,0,0,9837.1,0,0,0,0,3548.8,0,0,0,0,3449.9,0,0,0,0,17481,0,0,0,0,5650.4,0,0,0,0,4256,0,0,0,0,18133,0,0,0,0,6006,0,0,0,0,1245.2,0,0,0,0,4981,0,0,0,0,5608.2,0,0,0,0,1625.9,0,0,0,0,16471,0,0,0,0,5452.9,0,0,0,0,8889.4,0,0,0,0,2989.7,0,0,0,0,-1
4747.7,0,0,0,0,2894.1,0,0,0,0,5925.1,0,0,0,0,4061.5,0,0,0,0,33714,0,0,0,0,9389.7,0,0,0,0,6599.3,0,0,0,0,5650.1,0,0,0,0,8598.3,0,0,0,0,11235,0,0,0,0,9686,0,0,0,0,11112,0,0,0,0,2196,0,0,0,0,2999.4,0,0,0,0,2748.3,0,0,0,0,12465,0,0,0,0,11182,0,0,0,0,4204.5,0,0,0,0,3951.7,0,0,0,0,19313,0,0,0,0,6357.4,0,0,0,0,4697.7,0,0,0,0,19844,0,0,0,0,6505,0,0,0,0,1407.1,0,0,0,0,5563.1,0,0,0,0,6181.7,0,0,0,0,1759,0,0,0,0,18140,0,0,0,0,5994.8,0,0,0,0,9809.1,0,0,0,0,3260.6,0,0,0,0,-1
4930.6,0,0,0,0,2810.5,0,0,0,0,6268.8,0,0,0,0,4091.2,0,0,0,0,36200,0,0,0,0,9936,0,0,0,0,7050.3,0,0,0,0,5224.7,0,0,0,0,9077.4,0,0,0,0,11947,0,0,0,0,10266,0,0,0,0,11839,0,0,0,0,2393.1,0,0,0,0,3145.1,0,0,0,0,2670.2,0,0,0,0,13231,0,0,0,0,11864,0,0,0,0,3979.4,0,0,0,0,4280.6,0,0,0,0,20573,0,0,0,0,6798,0,0,0,0,5074.9,0,0,0,0,21106,0,0,0,0,6816.1,0,0,0,0,1525.1,0,0,0,0,5316.9,0,0,0,0,6532.2,0,0,0,0,1799.9,0,0,0,0,19318,0,0,0,0,5855.2,0,0,0,0,10410,0,0,0,0,3407.8,0,0,0,0,-1
NaN,0,0,0,0,6214.5,0,0,0,0,3386.7,0,0,0,0,3983.5,0,0,0,0,2885.1,0,0,0,0,6003.1,0,0,0,0,3705.8,0,0,0,0,7444.4,0,0,0,0,3358.7,0,0,0,0,1841.6,0,0,0,0,687.88,0,0,0,0,2207.3,0,0,0,0,1232.1,0,0,0,0,942.43,0,0,0,0,2722.6,0,0,0,0,3623,0,0,0,0,3220.4,0,0,0,0,5200.4,0,0,0,0,2505.2,0,0,0,0,1398.2,0,0,0,0,1452.1,0,0,0,0,865.54,0,0,0,0,2616.8,0,0,0,0,1610,0,0,0,0,6800.8,0,0,0,0,6057.9,0,0,0,0,3681.9,0,0,0,0,3856.4,0,0,0,0,2304.5,0,0,0,0,1783.7,0,0,0,0,1072.6,0,0,0,0,1375.3,0,0,0,0,1
7111.7,0,0,0,0,7360.5,0,0,0,0,4318.4,0,0,0,0,4690.9,0,0,0,0,3692.6,0,0,0,0,7794.3,0,0,0,0,4399.9,0,0,0,0,9499.9,0,0,0,0,4280.3,0,0,0,0,2311.5,0,0,0,0,759.05,0,0,0,0,2728.3,0,0,0,0,1480.5,0,0,0,0,1027.5,0,0,0,0,3412.1,0,0,0,0,4591.5,0,0,0,0,3561,0,0,0,0,5859.3,0,0,0,0,2440,0,0,0,0,1588.1,0,0,0,0,1561.8,0,0,0,0,878.06,0,0,0,0,2883.9,0,0,0,0,1728.3,0,0,0,0,8294.9,0,0,0,0,7689.7,0,0,0,0,3587.9,0,0,0,0,4193.2,0,0,0,0,2954.8,0,0,0,0,1893.7,0,0,0,0,1338.6,0,0,0,0,1471.9,0,0,0,0,-1
5890.5,0,0,0,0,6138.2,0,0,0,0,3569.7,0,0,0,0,3891.7,0,0,0,0,3027.9,0,0,0,0,6572.1,0,0,0,0,3796.9,0,0,0,0,8118,0,0,0,0,3662.9,0,0,0,0,1965.8,0,0,0,0,714.3,0,0,0,0,2433.9,0,0,0,0,1296.3,0,0,0,0,886.47,0,0,0,0,2821.4,0,0,0,0,3776.5,0,0,0,0,3052.4,0,0,0,0,4987.5,0,0,0,0,2350.7,0,0,0,0,1395.6,0,0,0,0,1412.9,0,0,0,0,835.53,0,0,0,0,2475,0,0,0,0,1568.9,0,0,0,0,7141,0,0,0,0,6511,0,0,0,0,3302.6,0,0,0,0,3686.1,0,0,0,0,2391.7,0,0,0,0,1639.4,0,0,0,0,1149.4,0,0,0,0,1224.1,0,0,0,0,1
7011.1,0,0,0,0,6981.1,0,0,0,0,4139.4,0,0,0,0,4467.4,0,0,0,0,3561.1,0,0,0,0,7817.3,0,0,0,0,4295.5,0,0,0,0,9525.8,0,0,0,0,4297.8,0,0,0,0,2279.3,0,0,0,0,680.85,0,0,0,0,2798.2,0,0,0,0,1447.2,0,0,0,0,974.25,0,0,0,0,3277.8,0,0,0,0,4467.4,0,0,0,0,3174.1,0,0,0,0,5527.4,0,0,0,0,2306.5,0,0,0,0,1534.3,0,0,0,0,1453.4,0,0,0,0,844.3,0,0,0,0,2767.4,0,0,0,0,1689.8,0,0,0,0,8375.2,0,0,0,0,7874.5,0,0,0,0,3282.4,0,0,0,0,3988.6,0,0,0,0,2842.3,0,0,0,0,1706.3,0,0,0,0,1269.9,0,0,0,0,1235.7,0,0,0,0,1
6965.3,0,0,0,0,8354.9,0,0,0,0,4372.2,0,0,0,0,5274.1,0,0,0,0,3644.3,0,0,0,0,7128.6,0,0,0,0,4511.8,0,0,0,0,8741.5,0,0,0,0,4102.7,0,0,0,0,2242.8,0,0,0,0,880.72,0,0,0,0,2564.1,0,0,0,0,1508,0,0,0,0,1138.6,0,0,0,0,3487.2,0,0,0,0,4657.8,0,0,0,0,4207.2,0,0,0,0,6454.6,0,0,0,0,3242.2,0,0,0,0,1785.8,0,0,0,0,1962.6,0,0,0,0,1022.8,0,0,0,0,3531.7,0,0,0,0,1937.7,0,0,0,0,8052.5,0,0,0,0,7150.8,0,0,0,0,4999.5,0,0,0,0,5343.9,0,0,0,0,2948.1,0,0,0,0,2418.7,0,0,0,0,1231.1,0,0,0,0,1811,0,0,0,0,1
7149.3,0,0,0,0,8809,0,0,0,0,4582,0,0,0,0,5572.5,0,0,0,0,3889,0,0,0,0,7237.5,0,0,0,0,4561,0,0,0,0,9088.1,0,0,0,0,4226.4,0,0,0,0,2326.3,0,0,0,0,988.16,0,0,0,0,2785.7,0,0,0,0,1659,0,0,0,0,1352,0,0,0,0,3767.1,0,0,0,0,4845.5,0,0,0,0,4568.8,0,0,0,0,6721.8,0,0,0,0,3538.1,0,0,0,0,1811,0,0,0,0,2226.4,0,0,0,0,1067.8,0,0,0,0,3739.4,0,0,0,0,2041.6,0,0,0,0,7861.1,0,0,0,0,7268.2,0,0,0,0,5439.2,0,0,0,0,5744,0,0,0,0,3074.7,0,0,0,0,2727.5,0,0,0,0,1294.4,0,0,0,0,1971.7,0,0,0,0,1
6221.1,0,0,0,0,7394.4,0,0,0,0,3958.9,0,0,0,0,4674.5,0,0,0,0,3338.6,0,0,0,0,6489.8,0,0,0,0,3859.1,0,0,0,0,7973.5,0,0,0,0,3614.1,0,0,0,0,1973.7,0,0,0,0,739.13,0,0,0,0,2353.7,0,0,0,0,1397.5,0,0,0,0,978.34,0,0,0,0,3120.4,0,0,0,0,4078.2,0,0,0,0,3492.1,0,0,0,0,5369.2,0,0,0,0,2741.2,0,0,0,0,1561.4,0,0,0,0,1681.9,0,0,0,0,888.23,0,0,0,0,3062.2,0,0,0,0,1685.6,0,0,0,0,7067,0,0,0,0,6528.4,0,0,0,0,4178.9,0,0,0,0,4521.4,0,0,0,0,2628.1,0,0,0,0,2126.4,0,0,0,0,1116.9,0,0,0,0,1537.2,0,0,0,0,1
5943.2,0,0,0,0,6655.9,0,0,0,0,3654.7,0,0,0,0,4222.9,0,0,0,0,3074,0,0,0,0,6285.1,0,0,0,0,3677,0,0,0,0,7817.2,0,0,0,0,3540.9,0,0,0,0,1954.2,0,0,0,0,778.31,0,0,0,0,2342.5,0,0,0,0,1331.4,0,0,0,0,947.98,0,0,0,0,2914,0,0,0,0,3878,0,0,0,0,3254.2,0,0,0,0,5143.7,0,0,0,0,2478.5,0,0,0,0,1426.7,0,0,0,0,1587.1,0,0,0,0,847.3,0,0,0,0,2753.6,0,0,0,0,1606.3,0,0,0,0,6908.1,0,0,0,0,6289.9,0,0,0,0,3713,0,0,0,0,4036.9,0,0,0,0,2442.8,0,0,0,0,1876.1,0,0,0,0,1111.3,0,0,0,0,1405.7,0,0,0,0,1
