@relation valence 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
1918.8,1038.5,953.57,908.17,1067.1,3442.6,1746.6,1401.6,1444.5,1625.8,3446.7,1641.1,1295.4,1348.4,1490.1,3001.6,1509.3,1224.4,1257.9,1423.6,1021.4,467.32,399,388.1,395.46,1306.4,713.45,545.84,525.49,554.01,1366.3,624.49,509.43,518.47,538.02,9906.2,4106.2,3311.6,3372.4,3586.4,762.21,371.57,287.55,227.28,201.18,1661.6,659.85,526.72,506.78,513.18,2310.6,818.39,692.35,711.96,605.5,2096.7,1102.7,856.86,848.95,928.44,1442.4,776.62,535.63,452.45,409.09,2314.5,1157.6,959.13,959.64,1033.8,4031.7,2014.1,1535.3,1607.8,1753.4,3835.4,1968.3,1537.8,1567.1,1756.8,3115.1,1716.6,1442.3,1430.6,1579.8,3336.9,1570,1195.3,1218.5,1340.3,3079.1,1580.4,1263.2,1253.9,1405.2,1178.5,564.08,491.84,458.09,460.98,3256.6,1667.1,1261,1270.9,1406.1,2160.8,1008.2,770.72,773.76,812.58,2733.7,1462.8,1150.7,1157.4,1313.8,1957.3,1051.1,827.89,825.86,927.59,984.52,503.99,416.54,395.95,436,3035.3,961.31,808.65,876.89,748.43,1457.6,799.68,640.57,653.79,730.57,2356.6,987.96,799.09,805.84,869.6,4464.2,2226.2,1737.4,1799.8,2010.4,3969.3,2093.1,1646.6,1644.6,1828.7,2340.4,931.14,654.23,607.87,527.85,2727.9,1449,1223.5,1180.8,1321,1
2118,1028.8,777.06,749.9,777.04,3794.2,1853.2,1308.9,1284.2,1342.2,3798.6,1753.6,1230.8,1177.7,1234.6,3398.8,1568.7,1150.9,1148.2,1185.3,1205.6,500.85,353.32,319.31,322.49,1446.6,730.02,516.74,481.22,453.71,1557.3,676.65,475.95,441.98,455.24,11832,4487.6,2996.7,2811.1,2911.8,965.4,412.63,298.33,204.83,165.16,1985.3,734,520.42,435.45,423.45,3258,899.46,554.95,496.48,421.61,2360.2,1152.7,791.28,754.96,754.57,1755.1,811.76,507.2,376.49,327.8,2490.8,1247.4,840.93,795.04,809.69,4406.5,2090.9,1470.4,1430,1454.9,4262.4,2092,1477.3,1413.6,1462.9,3588.2,1786.7,1278.3,1241,1247.6,3600.3,1697.3,1181.8,1082.5,1115.7,3304.8,1656.3,1171.8,1135.5,1156.6,1267.8,584.75,435.08,386.47,372.85,3587.8,1774.7,1237.4,1178,1191.6,2371.2,1085.8,755.12,686.21,678.36,3046.9,1530.8,1067.9,1070,1086.7,2176.6,1102.8,782.23,759.02,767.87,1061.6,547.45,379.04,348.31,366.26,4195.4,1068.3,663.27,617.77,527.53,1827.9,874.08,599,590.58,593.74,2707.4,1081.8,755.98,700.1,721.77,4867.4,2355.5,1645.1,1596.1,1669.4,4381.1,2199.3,1555.9,1457.7,1511.1,3233.3,1092.9,637.17,534.63,431.7,2938.6,1566.8,1112.4,1021.3,1067.9,1
1933.3,1025.1,950.96,907.49,1032,3394.6,1712.3,1286.8,1378.7,1529.3,3389.1,1596.3,1197.4,1292.7,1410.9,2983.6,1450.9,1109,1214.1,1344.8,1052,489.04,372.58,401.6,403.39,1291.9,697.67,503.12,507.44,508.43,1378.5,606.32,491.58,497.94,512.23,10349,4027.1,3116.7,3309,3369.6,862.08,413.69,325.82,263.14,226.99,1758.2,662.73,499.08,502.34,496.94,2740.7,887.26,668.57,758.45,626.09,2119.7,1082.2,830.31,792.65,866.29,1597.5,929.2,577.79,457.21,428.19,2234.1,1167.1,945.73,932.15,982.8,3991.2,2004.7,1495.5,1544.4,1698.2,3868.5,1950.5,1435.8,1500.6,1646.6,3175.6,1688.6,1369.1,1378.9,1496.5,3291,1570.7,1145,1164.3,1275,2975.6,1501.9,1166.2,1204.2,1292.9,1128.9,572.61,470.52,458.28,437.81,3273.8,1656.3,1219.4,1252.8,1342.4,2179.6,1018.1,760.08,758.58,782.99,2728.7,1385.8,1061.1,1116.3,1210.1,1989.4,1026.2,751.55,792.76,863.1,1009.2,498.44,388.97,377.92,406.05,3523.3,1020.5,805.72,937.45,768.97,1556.7,758.52,603.09,628.41,683.18,2426.4,979.85,743.39,784.37,817.32,4396.5,2107.6,1629.7,1709.8,1879.3,3948.4,2064.8,1533.4,1587,1703.6,2583.8,1022.6,656.25,624.41,517.88,2728.8,1466.3,1120.4,1177.7,1215.2,1
2019.1,1008.3,879.46,871.49,885.51,3709.9,1767.2,1245.6,1265.4,1309.7,3730.5,1674,1204.1,1198.3,1214.5,3215.1,1515.1,1090.9,1105.2,1155.2,1084.7,490.46,388.33,404.85,354.14,1319.1,699.83,505.64,502.65,462.96,1482.6,641.18,515.61,498.42,468.28,10927,4369.7,3301,3286,3096.1,821.4,397.01,304.55,229.35,186.84,1789.6,707.85,538.35,514.26,472.14,2370.9,858.45,756.77,907.15,680.09,2102.6,1074.7,763.1,750.5,761.69,1370,758.68,514.05,468.58,394.68,2388.7,1186.1,875.84,829.35,830.7,4390.9,2033.4,1448.8,1415.7,1471.9,4145.3,1987.8,1373.9,1357,1428.3,3321.4,1688.9,1322.3,1395.9,1334,3605,1613.9,1112.7,1052.3,1096.4,3209.1,1606,1126.3,1100.9,1127.7,1193.9,601.09,483.81,477.88,406.11,3518.2,1704.2,1180.6,1122.9,1162.9,2384.4,1057.6,757.54,705.65,693.49,2848.5,1455,1006.8,1027.2,1057.7,2059.6,1059.3,732.62,746.75,756.03,1028.6,507.39,385.33,357.06,355.47,3172.5,1030.3,917.54,1118.1,848.17,1510.6,771.46,569.17,620.91,610.38,2552.2,1050,769.74,769.54,741.87,4743.1,2245.1,1563.3,1557.2,1624.7,4309.1,2130.9,1498,1440.3,1482.8,2344,942.49,687.78,732.77,580.88,2934.2,1546.7,1190.3,1137.3,1178.4,1
1427.4,877.58,1022.6,1058.7,1093.3,2479.5,1463.8,1425.6,1568.5,1705.8,2489.5,1377.3,1341.8,1467.8,1575.5,2162.6,1266.6,1243.4,1399.2,1519.1,788.85,447.67,434.47,463.1,469.2,1002.3,643.1,550.74,558.75,572.43,1032.1,536.53,537.59,576.12,577.61,7361.9,3633.3,3444.1,3787.1,3824.3,632.58,404.88,327.8,271.06,232.61,1271.1,619.52,561.69,576.12,557.37,1945,765.29,744.83,881.86,715.39,1582.1,1043.7,894.44,897.83,947.01,1126.9,710.86,578.03,527.01,474.39,1721.9,1079.1,958.44,1004.3,1047.9,2865.7,1664.2,1609.1,1748.5,1878.3,2779.8,1660.3,1563.8,1685.1,1840.6,2337,1428.9,1476.3,1585.3,1633,2376.8,1327.1,1236.6,1301.9,1404.9,2266.9,1397.6,1241.6,1358.4,1455.2,942.45,567.35,487.43,532.64,500,2332.2,1408.7,1301.5,1372.1,1480.9,1559.3,880.97,808.75,845.41,867.28,2082.4,1276.9,1149.3,1246.3,1365.1,1516.5,938.25,840.19,894.04,963.49,747.96,458,422.51,417.62,452.34,2438.2,901.66,900.04,1080,889.45,1140,664.46,660.04,710.29,759.25,1754.3,887.35,837.67,886.33,918.46,3153,1848.4,1770.9,1919.6,2098.4,2878,1874.2,1663.5,1801.8,1922.8,1807.3,943.87,706.49,707.1,605.69,2043.2,1441.2,1291.2,1341.2,1448.4,1
2339.4,1164.5,897.72,909.02,978.82,4275.2,2161.5,1552.9,1612.1,1760,4268.2,2074.9,1478.3,1529.9,1652.7,3740.1,1910.3,1401.5,1434.1,1578.5,1364,858.88,891.78,863.12,970.72,1549,828.75,612.33,599.15,607.73,1686.3,861.75,701.63,695.33,759.9,12381,5261.7,3441.1,3535.5,3740.1,945.63,446.77,333.04,256.76,246.98,2076,834.91,535.72,518.11,523.52,3102.6,933.6,539.48,553.73,472.87,2473.2,1256.9,927.28,911.82,977.4,1818.4,899.72,551.91,441.81,412.93,2802.5,1410.2,990.58,973.76,1075.2,4892.4,2495.3,1719.9,1774.5,1894.4,4730.8,2454.6,1740.1,1757,1905.5,3842.6,2013,1484.3,1490.1,1615.1,4010.6,1959.5,1354.7,1338.5,1445.5,3653.1,1953.8,1374.4,1392.6,1497.6,1332.8,683.03,474.1,465,479.21,4007.4,2071,1455.1,1454.6,1565.7,2612.4,1266.3,846.6,842.97,864.14,3349.3,1746.4,1273.9,1301.9,1409.4,2389.2,1254.7,914.98,921.84,993.96,1185.4,610.2,446.75,445.47,482.46,3995.9,1134.7,691.7,732.15,659.77,1886.2,952.83,712.63,726.89,794.77,2930.5,1258,846.26,848.57,906.51,5452.4,2747.8,1936.8,1985.2,2169.9,4857.2,2599.7,1817.5,1819.4,1974.1,3109,1096.6,660.63,560.84,443.24,3309.4,1781.2,1274.3,1270.1,1360.9,1
2354.2,963.3,652.58,559.82,465.83,4240.1,1751.3,990.61,789.01,701.13,4298.5,1661.2,949.77,797.01,678.09,3720.7,1514.1,873.31,713.37,609.57,1269,486.16,301.7,272.83,218.73,1450,665.98,455.56,341.7,270.76,1684.8,644.29,412.64,358.82,292.73,12371,4377.8,2507,2276,1911.6,912.84,420.6,279.6,208.07,168.35,2042.1,714.22,432.56,379.35,304.49,2834.6,846.31,556.07,628.94,479.24,2341.6,1054.1,672.75,505.48,420.43,1637.1,781.87,475.29,365.59,280.7,2709.1,1160,720.93,592.88,527.69,4945,2025.4,1171.5,901.99,824.37,4760,1993.3,1136.4,879.02,775.58,3809,1649.8,1057.7,905.56,755.14,4108.4,1622.8,955.49,702.91,630.18,3585.9,1551.8,950.43,724.99,624.85,1319.1,573.46,390.57,329.4,252.53,3987.6,1692.9,1021.7,785.35,680.84,2623.2,1070.6,635.5,507.08,434.59,3215.3,1394.3,853.96,662.78,570.67,2337.6,1017.2,636.21,487.59,410.17,1195.2,509.77,321.13,249.81,200.49,3742,1014.6,654.89,792.9,604.76,1741.5,743.94,466.82,386.63,324,2938.9,1065.9,624.83,538.2,438.33,5465.1,2204.9,1268.2,1006.2,882.18,4813.5,2126,1235.2,962.39,855.78,2897.8,1033.1,664.02,567.9,453.95,3265.3,1475,905.49,751.42,678.3,1
1317.8,799.64,898.68,917.4,777.63,2205,1261.9,950.77,815.71,758.32,2362.7,1226.2,904.91,848.86,766.26,1929,1078,776.85,714.14,640.29,795.06,416.6,328.49,353.32,312.14,893.26,541.25,417.86,384.03,299.59,1033.3,511.32,411.13,446.26,373.2,8018.7,3476.1,2518.1,2917.2,2575,704.73,399.24,305.89,266.62,230.84,1366.6,579.56,445.69,478.9,407.72,2120.6,711.8,692.7,978.58,810,1372.8,818.46,608.47,522.9,473.46,1046.7,556.28,487.38,469.99,398.83,1656,955.4,744.1,723.83,722.32,2686.9,1484.5,1094.1,1035.1,936.93,2434.2,1411.2,1024.4,860.88,797.66,1972.2,1272.8,1156.8,1240.1,1056.4,2302.8,1224.8,889.21,769.72,696.94,1985.3,1167.2,825.82,736.73,662.81,903.87,470.96,415.55,426,352.33,2057.1,1244.1,884.22,776.36,692.67,1598.1,813.23,594.11,576.01,505.81,1719.5,1029.9,729.71,655.71,591.65,1256.7,749.36,561.4,500.88,434.31,700.47,398.62,303.94,250.03,226.85,2793.3,892.83,836.19,1220.7,1012.2,986.42,584.06,458.82,455.96,381.54,1815.9,797.93,604.96,625.37,559.69,2859.7,1625.4,1133.4,1001,937.21,2629.5,1572.9,1107.8,992.56,927.18,1955.2,823.75,649.94,745,625.36,1887,1174.1,913.12,877.94,852.34,-1
1661.1,864.2,887.89,895.59,771.2,2837.5,1410.6,1074.1,1141.6,926.54,3018.2,1373.1,1020.8,1151.7,905.27,2450,1213.1,946.15,1008.7,809.7,972.26,437.18,357.74,424.5,324.64,1043.5,599.93,488.88,414.06,349.34,1322.6,572.97,455.98,531.91,402.73,9965.1,3815.3,2778.5,3481,2696.6,784.49,383.01,308.84,261.24,223.47,1632.2,632.49,484.29,549.78,418.52,2709.4,860.9,680.86,1003.1,771.86,1668.7,885.92,692.06,654.41,565,1383.5,693.15,507.54,487.53,397.81,2009.7,1018.4,792.02,850.63,721.37,3457.8,1664.8,1237.9,1299.2,1055.6,3116.2,1602,1211,1215.7,993.64,2496.9,1370,1245,1346.8,1063.6,2888.4,1338.5,990.29,1008.2,812.72,2417.5,1290.4,1014.8,963.33,800.13,1089.1,533.89,441.78,469.53,353.17,2617.5,1392.7,1054.4,1010.7,841.98,1923.9,904.93,669.59,711.2,560.9,2160.4,1149.6,909.69,867.82,745.12,1555.1,847.39,681.48,624.28,535.76,864.24,429.17,339.51,339.09,267.36,3456.3,1053.7,809.68,1280.8,950.76,1248.2,639.56,514.42,564.29,457.41,2210.6,885.72,670.92,783.43,608.13,3663.1,1815.5,1361.7,1436.3,1162.6,3282.9,1743.6,1312.5,1317.3,1080.5,2439,928.62,654.82,776.29,614.67,2338.1,1273.9,1001.2,1007,878.64,-1
1613.6,879.97,798.58,686.97,684.62,2773.3,1382.6,940.34,710.09,637.42,2802.4,1304.6,910.28,695.67,626.4,2442.1,1152.3,781.92,609.87,538.82,881.64,417.82,308.65,275.47,250.47,1082,605.27,454.19,345.05,262.44,1165.8,532.24,419.91,324.03,297.77,8436.8,3512.5,2527.5,2101.9,1955.7,710.08,404.77,295.43,198.33,167.82,1445.6,619.89,464.63,363.64,322.06,2275.3,781.51,614.82,616.54,571.36,1819.1,933.13,637.18,441.87,379.41,1197.4,655.62,474.77,348.46,292.53,1841.1,948.91,683.55,540.52,485.75,3101.7,1620.2,1107.6,861.92,785.13,3038,1582.7,1056.6,739.5,671.26,2538.2,1418.9,1093.2,895.97,890.64,2628.5,1323.6,925.73,649.1,585.84,2389,1249.5,869.39,647.34,552.03,988.81,502.42,410.14,335.02,281.93,2533,1383.8,944.51,695.21,614.98,1714.9,878.98,622.36,468.89,409.34,2233.8,1162.2,770.48,575.99,501.25,1634.2,866.48,597.52,437.17,376.64,835.52,423.62,315.45,228.77,189.09,2873.9,956.04,706.8,770.62,714.66,1324.2,656.08,447.35,338.93,300.12,1976.6,844.19,612.28,488.14,440.8,3489.2,1762.1,1190.5,857.77,785.04,3078.1,1706.2,1164.2,852.17,757.77,2166.6,961.06,661.07,569.9,514.68,2149.3,1261.5,997.1,839.85,783.52,-1
2173.2,1143.4,952.63,823.98,790.31,4102.5,2070.7,1263.2,985.72,848.55,3822.8,1932.8,1203,977.21,820.14,3495,1817.8,1086.4,868.55,737.97,916.86,524.27,401.61,380.36,328.26,1371.8,750.89,511.48,419.98,329.73,1376.9,709.22,521.89,462.2,374.2,9208.6,4585.8,3098.4,2973.6,2441.6,638.23,422.09,323.37,246.15,232.99,1344.9,711.94,519.36,481.67,390.11,1528.3,706.09,682.93,897.76,694.53,2352.5,1229.8,799.62,645.8,521.48,1177.5,731.28,554.35,476.93,395.82,2456,1334.4,958.86,864.22,763.69,4534.2,2308.6,1437.9,1129.9,1025.9,4437.8,2307.2,1385.2,1054.4,908.87,3621.2,1916.9,1338.1,1176.6,1051.7,3505.4,1811.3,1146.4,848.01,741.46,3449.1,1844.5,1117.3,891.11,744.28,1148.3,628.92,474.89,430.95,332.09,3547.3,1909,1169.6,909.11,787.24,2114,1148.6,736.9,610.08,518.96,3228.8,1687,1014.5,815.08,679.93,2252,1207.3,740.92,593.96,495.93,1089.1,581.34,395.68,313.13,246.77,1949.6,844,833.3,1098.4,866.01,1838.9,914.14,606.79,498.16,404.73,2187.5,1134.2,761.65,669.91,547.32,5083.3,2613,1600.7,1234.6,1042,4591.5,2444.9,1462,1171.9,996.62,1717.5,863.24,705.39,687.64,563.11,3077.7,1677.1,1117.6,963.17,865.14,-1
1786.4,888.67,756.46,608.99,586.64,3059.9,1525.3,1016.5,770.51,676.61,3274.3,1445.3,962.13,788.44,659.4,2681.6,1297.9,885.81,673.14,590.14,1119.3,430.76,314.78,304.97,245.17,1094.9,632.03,451.53,372.92,271.92,1418.4,568.75,413.32,370.39,300.73,10831,3750.4,2581.6,2507.5,1975.5,878.49,401.37,282.85,226.7,176.07,1825.1,603.6,452.37,429.37,324.08,2854.6,831.45,614.95,762.36,545.06,1759.8,982.88,671.31,500.96,426.17,1355,700.53,470.46,417.07,302.3,2039.9,1036.9,740.64,656.72,534.68,3644.9,1748.7,1214.6,910.58,842.83,3298.3,1731.7,1131.1,844.84,729.48,2526.7,1488.5,1130.3,947.94,819.9,3038.4,1398.1,953.17,723.05,623.89,2431,1371.3,923.91,728.48,587.46,1119.7,517.72,403.84,368.68,262.6,2643.6,1442.7,994.3,750.61,641.1,2028.8,902.02,640.77,531.07,433.81,2205.9,1255.2,841.81,663.77,539.84,1626.9,924.53,631.09,500.49,397.8,945.18,472.61,321.59,259.64,199.08,3731.5,950.18,757.71,941.84,695.08,1308.5,732.28,489.5,397.19,329.37,2446.6,884.31,629.65,562.22,451.16,3852.3,1939.4,1283.2,967.92,851.11,3366.3,1855,1227.9,973.93,815.33,2635.8,905.02,653.27,628.32,494.45,2335.4,1358.9,981.8,858.85,752.35,1
1890.5,874.49,725.34,648.26,563.37,3428.3,1531.3,931.24,720.13,600.44,3525.6,1442.1,876.23,723.23,586.96,3044.6,1316.6,800.24,615.95,519.24,1050,425.14,294.66,296,231.34,1157.4,606.75,423.04,353.05,260.15,1436.7,554.72,390.55,351.88,267.79,10521,3673.5,2348.1,2290.8,1780.5,792.35,354.65,271.99,216.07,166.52,1722.9,605.92,423.72,396.15,306.28,2490.4,764.39,556.84,714.14,516.5,1947,969.52,655.24,479.62,391.46,1294.7,672.87,441.95,383.58,274.72,2281.3,1059.9,687.69,558.55,476.43,3954.2,1724,1096.6,885.7,758.43,3772.4,1723.5,1060.1,791.65,664.37,2948.9,1474,1041.2,973.76,750.21,3227.1,1380.6,890.37,677.24,552.58,2866.5,1362.1,862.93,668.92,536.41,1128.6,493.99,371.73,331.59,238.5,3032.1,1444.1,938.71,727.77,589.11,2088.5,884.72,588.05,486.19,393.42,2587.7,1261,778.33,611.72,495.72,1880.1,922.85,576.21,468.24,370.28,1043.7,461.45,297.04,237.71,181.15,3299.8,899.83,674.11,883.69,655.64,1520.6,701.85,445.46,383.37,297.57,2456.9,891.92,582.42,524.27,411.06,4417.5,1937.1,1179,903.81,753.82,3866.1,1825.2,1164.5,897.02,733.82,2333.7,870.25,609.54,610.14,483.64,2712.5,1332.5,947.35,831.32,719.8,-1
1681.7,868.06,838.53,772.51,679.72,2917,1419.9,923.13,751.19,696.38,3071.4,1374.3,883.5,872.41,726.68,2509.3,1218.8,759.06,674.61,604.72,997.66,445.08,316.1,382.6,287.95,1179.5,619.11,425.26,353.23,278.18,1330.5,577.52,402.11,479.51,363.04,9999.3,3800.1,2465.4,3227.2,2484.5,800.18,372.01,290.42,255.39,210.55,1693.9,629.67,442.06,516.83,403.7,2675.9,888.23,663.78,1085.3,772.74,1836.3,910.26,577.18,474.8,440.89,1390.5,768.62,471.48,495.93,378.69,2110.3,1045,696.96,746.02,636.48,3543.6,1695.5,1109.3,973.07,883.69,3243.8,1612.5,1016.8,797.83,732.3,2661.4,1383,1109,1141.9,925.67,3002.7,1314.6,883.53,737.68,644.54,2621,1327.7,827.84,698.78,601.76,1096.9,549.1,394.97,458.25,326.25,2791.5,1403.9,902.95,734.47,664.59,2013.9,920.52,594.57,604.52,487.28,2299.9,1197.1,749.01,598.83,532.57,1687,865.94,555.39,442.09,393.86,937.32,432.78,291.31,256.46,215.77,3459.7,1088.9,795.45,1337.5,956.49,1311.1,640.57,433.77,415.18,342.98,2309,890.5,586.62,685.75,542.27,3778.4,1802.9,1134.8,981.21,873.4,3458.4,1816.8,1132.2,977.44,846.54,2471.4,984.4,650.47,807.14,619.17,2463.9,1328.4,962.23,923.48,871.12,-1
1396.7,813.35,789.62,661.16,659.37,2510,1349.6,1015.7,933.74,777.38,2537.4,1274.6,957.73,923.34,750.7,2214.3,1156,869.24,817.26,666.75,814.98,392.57,329.54,315.03,259.63,1025.5,591.32,456.09,394.49,305.05,1037.6,512.99,409.09,402.18,323.9,7662.8,3341,2566.2,2654.7,2191.7,676.27,398.21,321.66,237.59,209.92,1362.1,580.79,473.44,436.1,350.8,2091.1,735.3,641.6,709.67,590.86,1679.1,918.96,675.78,601.4,495.23,1141.1,738.76,524.78,406.08,329.85,1771.8,975.8,735.4,697.83,575.99,2969,1614.2,1177.1,1098.9,935.54,2838.9,1561.7,1134.4,1021.4,850.87,2356.5,1370.5,1163.4,1066.9,914.89,2443.2,1294.3,956.45,817.94,703.93,2270.2,1276.3,928.48,862.82,686.91,889.8,501.32,412.85,380.67,284.37,2405.8,1342.8,1007.2,884.29,742.38,1652.7,847.5,647.73,587.61,480.43,2100.9,1142.1,837.88,778.45,632.64,1543.2,838.42,634.4,574.94,456.85,734.29,414.88,328,290.28,223.73,2693.3,814.1,758.19,879.31,745.45,1178.5,624.78,484.52,429.1,374.37,1811.2,807.97,643.56,623.95,503.4,3175.2,1738.2,1273.1,1190.6,980.47,3052.7,1680,1229.6,1136.2,934.4,1969.1,893.64,667.78,569.06,494.88,2132.4,1210.4,948.2,889.82,750.95,-1
1724.5,838.07,750.57,593.96,565.53,3179.3,1463.7,984.63,740.45,654.26,3395.3,1397.8,945.35,766.39,629.83,2859.5,1271.9,843.5,653.73,561.81,1130,446.78,294.17,298.25,233.71,1182.5,628.97,430.67,334.07,271.34,1493.5,553.85,384.67,369.31,282.42,11040,3772.2,2446.9,2399.7,1925.8,813.38,390.57,276.06,220.09,170.57,1849.1,635.85,438.91,405.25,314.66,2928.7,898.09,559.27,719.6,575.67,1947.6,979.9,645.91,488.83,436.36,1337.1,757.58,471.93,397.09,319.91,2331.5,1054.7,712.33,612.16,522.36,3782.2,1712.6,1178.6,942.64,810.45,3520.2,1696.4,1112.4,829.46,717.29,2730,1469,1047.9,914.07,763.7,3189.9,1383.5,933.38,701.96,595.59,2892,1355.7,885.02,679.8,582.05,1213.9,513.02,373.57,337.9,255.84,3012.9,1468.3,983.34,742.96,636.72,2151,914.66,618.97,527.39,421.97,2503.1,1243.1,798.12,602.88,539.48,1767.7,905.64,602.92,444.82,397.16,992.75,450.3,308.4,229.14,192.93,3861.2,1059.7,677.27,895.14,710.81,1384.3,701.45,463.69,375.59,326.54,2528.5,898.32,605.48,542,435.41,4186,1886.3,1224.6,940.79,812.75,3798.7,1844.7,1227.4,979.75,826.51,2827,1030.1,599.98,598.32,512.54,2691.6,1332.3,894.48,739.09,683.02,-1
